from	to	type	weight	strength
YBR140C	YNL098C	PPI	1	0
YBR140C	YJL005W	PPI	1	0
YJL005W	YOR057W	PPI	1	0
YJL005W	YNL098C	PPI	1	0
YJL005W	YLR200W	PPI	1	0
YBR140C	YJL005W	GIpos	0.055999999999999994	0.15
YBR140C	YLR200W	GIpos	0.09300000000000001	0.15
YJL005W	YOR057W	GIneg	-0.40299999999999997	0.15
YJL005W	YLR200W	GIpos	0.151	0.15
YJL005W	YNL098C	GIneg	-0.43	0.15
YNL098C	YOR057W	GIneg	-0.32899999999999996	0.15
YOR057W	YLR200W	GIpos	0.10300000000000001	0.15
