from	to	type	weight	strength
YPR173C	YKL002W	PPI	1	0
YDL165W	YKL002W	PPI	1	0
YDL165W	YGR195W	PPI	1	0
YGR047C	YDL150W	PPI	1	0
YGR047C	YKR034W	PPI	1	0
YGR195W	YKR034W	PPI	1	0
YPR173C	YGR195W	GIpos	0.053	0.15
YPR173C	YKL002W	GIpos	0.309	0.15
YPR173C	YDL150W	GIpos	0.078	0.15
YPR173C	YDL165W	GIneg	-0.341	0.15
YGR047C	YDL150W	GIneg	-0.153	0.15
YDL150W	YGR195W	GIpos	0.068	0.15
YDL150W	YKR034W	GIneg	-0.075	0.15
