name	gene	type	size
YBR085W	AAC3	other	4
YCR061W	YCR061W	other	4
YDL155W	CLB3	other	4
YDR245W	MNN10	other	4
YEL036C	ANP1	other	4
YER040W	GLN3	other	4
YER161C	SPT2	other	4
YGL167C	PMR1	other	4
YGR231C	PHB2	other	4
YHL025W	SNF6	other	4
YIL146C	ATG32	other	4
YLL048C	YBT1	other	4
YML115C	VAN1	other	4
YMR036C	MIH1	other	4
YMR192W	GYL1	other	4
YNR023W	SNF12	other	4
YPL267W	ACM1	other	4
YPR185W	ATG13	other	4
