from	to	type	weight	strength
YHR033W	YPL022W	PPI	1	0
YHR033W	YDL225W	PPI	1	0
YNL116W	YPL022W	PPI	1	0
YNL116W	YDL225W	PPI	1	0
YDL225W	YJR092W	PPI	1	0
YOR231W	YJR092W	PPI	1	0
YHR033W	YPL022W	GIneg	-0.096	0.15
YNL116W	YPL022W	GIneg	-0.076	0.15
YNL116W	YDL225W	GIpos	0.086	0.15
YDL225W	YPL022W	GIpos	0.122	0.15
YDL225W	YOR231W	GIneg	-0.133	0.15
YDL225W	YJR092W	GIneg	-0.426	0.15
