BioGRID ID	PubMed ID	Query ORF	Query gene	Query allele	Suppressor ORF	Suppressor gene	Suppressor allele	Note
159724	11916983	YMR079W	SEC14	Hypomorphic allele (TS, DAmP, etc)	YGR202C	PCT1	Deletion allele	
159725	6300049	YNL098C	RAS2	Hypomorphic allele (TS, DAmP, etc)	YGL248W	PDE1	Spontaneous mutation	
159726	11054575	YDR457W	TOM1	Deletion allele	YHR064C	SSZ1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159732	8807289	YKR002W	PAP1	Hypomorphic allele (TS, DAmP, etc)	YOR207C	RET1	Spontaneous mutation	
159734	8167413	Q0250	COX2	Specific mutation (activating mutant, phospho-mutant, etc)	YMR257C	PET111	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159736	9528754	Q0275	COX3	Hypomorphic allele (TS, DAmP, etc)	YER153C	PET122	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159737	8289785	YGR222W	PET54	Specific mutation (activating mutant, phospho-mutant, etc)	YER153C	PET122	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159739	1848523	YER153C	PET122	Specific mutation (activating mutant, phospho-mutant, etc)	YOR158W	PET123	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159740	1696234	YER153C	PET122	Specific mutation (activating mutant, phospho-mutant, etc)	YOR158W	PET123	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159741	1279374	YER153C	PET122	Specific mutation (activating mutant, phospho-mutant, etc)	YOR017W	PET127	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159748	8709965	YBR106W	PHO88	Deletion allele	YJL117W	PHO86	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159750	8846785	YPR165W	RHO1	Hypomorphic allele (TS, DAmP, etc)	YBL105C	PKC1	Overexpression of a mutant allele	
159752	11973298	YER133W	GLC7	Specific mutation (activating mutant, phospho-mutant, etc)	YGL008C	PMA1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159753	11003661	YJR059W	PTK2	Deletion allele	YGL008C	PMA1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
159754	9611198	YKL190W	CNB1	Deletion allele	YGL008C	PMA1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159765	9521689	YOR217W	RFC1	Hypomorphic allele (TS, DAmP, etc)	YBR088C	POL30	Specific mutation (activating mutant, phospho-mutant, etc)	
159766	7623835	YOR217W	RFC1	Hypomorphic allele (TS, DAmP, etc)	YBR088C	POL30	Specific mutation (activating mutant, phospho-mutant, etc)	
159767	7516465	YOR217W	RFC1	Hypomorphic allele (TS, DAmP, etc)	YBR088C	POL30	Spontaneous mutation	
159774	9864355	YML031W	NDC1	Hypomorphic allele (TS, DAmP, etc)	YMR129W	POM152	Deletion allele	
159775	11113192	YKL190W	CNB1	Deletion allele	YML016C	PPZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159776	9636153	YKR072C	SIS2	Deletion allele	YML016C	PPZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159780	10757750	YML091C	RPM2	Deletion allele	YFR050C	PRE4	Spontaneous mutation	
159781	13679512	YOR329C	SCD5	Hypomorphic allele (TS, DAmP, etc)	YIL095W	PRK1	Deletion allele	
159782	12956961	YOR329C	SCD5	Hypomorphic allele (TS, DAmP, etc)	YIL095W	PRK1	Deletion allele	
159783	9885245	YIR006C	PAN1	Hypomorphic allele (TS, DAmP, etc)	YIL095W	PRK1	Deletion allele	
159787	8602141	YMR268C	PRP24	Hypomorphic allele (TS, DAmP, etc)	YJL203W	PRP21	Spontaneous mutation	
159788	1505518	YDL030W	PRP9	Hypomorphic allele (TS, DAmP, etc)	YJL203W	PRP21	Spontaneous mutation	
159789	14610285	YBR237W	PRP5	Specific mutation (activating mutant, phospho-mutant, etc)	YNL286W	CUS2	Deletion allele	
159790	12087126	YER172C	BRR2	Hypomorphic allele (TS, DAmP, etc)	YHR165C	PRP8	Specific mutation (activating mutant, phospho-mutant, etc)	
159791	12087126	YDR243C	PRP28	Hypomorphic allele (TS, DAmP, etc)	YHR165C	PRP8	Specific mutation (activating mutant, phospho-mutant, etc)	
159792	10628969	YDR364C	CDC40	Deletion allele	YHR165C	PRP8	Overexpression of a mutant allele	
159795	8601473	YBL105C	PKC1	Hypomorphic allele (TS, DAmP, etc)	YDL006W	PTC1	Deletion allele	
159800	9290210	YML032C	RAD52	Hypomorphic allele (TS, DAmP, etc)	YOR157C	PUP1	Spontaneous mutation	
159803	9278475	YPR187W	RPO26	Hypomorphic allele (TS, DAmP, etc)	YER094C	PUP3	Spontaneous mutation	
159804	8544831	YBR126C	TPS1	Deletion allele	YGR183C	QCR9	Deletion allele	
159806	8538651	YKL032C	IXR1	Deletion allele	YMR201C	RAD14	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159811	12436259	YJR006W	POL31	Hypomorphic allele (TS, DAmP, etc)	YCR066W	RAD18	Deletion allele	
159812	8538651	YKL032C	IXR1	Deletion allele	YGR258C	RAD2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159813	11689452	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YER173W	RAD24	Deletion allele	
159816	9799251	YER171W	RAD3	Hypomorphic allele (TS, DAmP, etc)	YLR005W	SSL1	Spontaneous mutation	
159817	9799251	YER171W	RAD3	Hypomorphic allele (TS, DAmP, etc)	YLR005W	SSL1	Spontaneous mutation	
159818	8538651	YKL032C	IXR1	Deletion allele	YER162C	RAD4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159826	12399378	YLR234W	TOP3	Deletion allele	YER095W	RAD51	Deletion allele	
159828	12065428	YDR076W	RAD55	Deletion allele	YER095W	RAD51	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
159829	12065428	YDR004W	RAD57	Deletion allele	YER095W	RAD51	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
159840	11689452	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YPL153C	RAD53	Deletion allele	
159845	12399378	YLR234W	TOP3	Deletion allele	YGL163C	RAD54	Deletion allele	
159847	12399378	YLR234W	TOP3	Deletion allele	YDR076W	RAD55	Deletion allele	
159849	12399378	YLR234W	TOP3	Deletion allele	YDR004W	RAD57	Spontaneous mutation	
159855	12455955	YML065W	ORC1	Hypomorphic allele (TS, DAmP, etc)	YDR217C	RAD9	Deletion allele	
159856	12154123	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR217C	RAD9	Deletion allele	
159858	11689452	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR217C	RAD9	Deletion allele	
159862	14550302	YDL120W	YFH1	Deletion allele	YNL098C	RAS2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159863	10747049	YGL240W	DOC1	Hypomorphic allele (TS, DAmP, etc)	YNL098C	RAS2	Deletion allele	
159864	10747049	YGR092W	DBF2	Hypomorphic allele (TS, DAmP, etc)	YNL098C	RAS2	Deletion allele	
159865	3545497	YLR310C	CDC25	Deletion allele	YNL098C	RAS2	Overexpression of a mutant allele	
159866	3043203	YLR310C	CDC25	Hypomorphic allele (TS, DAmP, etc)	YNL098C	RAS2	Spontaneous mutation	
159878	10224245	YDR123C	INO2	Specific mutation (activating mutant, phospho-mutant, etc)	YDR028C	REG1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159879	10224245	YOL108C	INO4	Specific mutation (activating mutant, phospho-mutant, etc)	YDR028C	REG1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159880	10224244	YER148W	SPT15	Specific mutation (activating mutant, phospho-mutant, etc)	YDR028C	REG1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159894	10581271	YBR088C	POL30	Hypomorphic allele (TS, DAmP, etc)	YOR217W	RFC1	Spontaneous mutation	
159895	10581271	YBR088C	POL30	Hypomorphic allele (TS, DAmP, etc)	YJR068W	RFC2	Spontaneous mutation	
159896	10581271	YBR088C	POL30	Hypomorphic allele (TS, DAmP, etc)	YNL290W	RFC3	Spontaneous mutation	
159897	11129041	YOR217W	RFC1	Hypomorphic allele (TS, DAmP, etc)	YBR087W	RFC5	Spontaneous mutation	
159901	8889516	YJR090C	GRR1	Deletion allele	YKL038W	RGT1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
159903	8013904	YJR090C	GRR1	Deletion allele	YKL038W	RGT1	Spontaneous mutation	
159905	1874412	YDL194W	SNF3	Deletion allele	YKL038W	RGT1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159907	1874412	YDL194W	SNF3	Deletion allele	YDL138W	RGT2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159912	9744870	YJL005W	CYR1	Hypomorphic allele (TS, DAmP, etc)	YFL033C	RIM15	Deletion allele	
159918	8770588	YDR432W	NPL3	Hypomorphic allele (TS, DAmP, etc)	YGL044C	RNA15	Spontaneous mutation	
159926	10958669	YER125W	RSP5	Hypomorphic allele (TS, DAmP, etc)	YGL144C	ROG1	Spontaneous mutation	
159928	9545237	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YMR200W	ROT1	Spontaneous mutation	
159929	9545237	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YBR229C	ROT2	Deletion allele	
159931	12454060	YLR274W	MCM5	Hypomorphic allele (TS, DAmP, etc)	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	
159933	9450930	YML010W	SPT5	Hypomorphic allele (TS, DAmP, etc)	YOR151C	RPB2	Specific mutation (activating mutant, phospho-mutant, etc)	
159935	7982575	YDR138W	HPR1	Deletion allele	YOR151C	RPB2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159936	2199313	YJL129C	TRK1	Deletion allele	YOL004W	SIN3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159937	1944291	YJL129C	TRK1	Deletion allele	YOL004W	SIN3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159938	2199313	YJL129C	TRK1	Deletion allele	YKR050W	TRK2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159939	12808094	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YNL330C	RPD3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159946	9448002	YGR252W	GCN5	Deletion allele	YNL330C	RPD3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159948	2199313	YJL129C	TRK1	Deletion allele	YNL330C	RPD3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
159949	1944291	YJL129C	TRK1	Deletion allele	YNL330C	RPD3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159951	9722586	YMR309C	NIP1	Hypomorphic allele (TS, DAmP, etc)	YJL189W	RPL39	Deletion allele	
159955	10567580	YBL014C	RRN6	Deletion allele	YLR141W	RRN5	Deletion allele	
159963	10611239	YKR002W	PAP1	Hypomorphic allele (TS, DAmP, etc)	YOR001W	RRP6	Deletion allele	
159964	11454748	YFR029W	PTR3	Deletion allele	YER125W	RSP5	Spontaneous mutation	
159965	11454748	YDR160W	SSY1	Deletion allele	YER125W	RSP5	Spontaneous mutation	
159966	10366593	YML104C	MDM1	Hypomorphic allele (TS, DAmP, etc)	YER125W	RSP5	Specific mutation (activating mutant, phospho-mutant, etc)	
159969	11884586	YBR279W	PAF1	Deletion allele	YGL244W	RTF1	Deletion allele	
159974	12636916	YHR107C	CDC12	Hypomorphic allele (TS, DAmP, etc)	YOR014W	RTS1	Deletion allele	
159976	11916983	YMR079W	SEC14	Hypomorphic allele (TS, DAmP, etc)	YKL212W	SAC1	Deletion allele	
159978	10567405	YMR079W	SEC14	Hypomorphic allele (TS, DAmP, etc)	YKL212W	SAC1	Specific mutation (activating mutant, phospho-mutant, etc)	
159979	9139830	YMR079W	SEC14	Hypomorphic allele (TS, DAmP, etc)	YKL212W	SAC1	Specific mutation (activating mutant, phospho-mutant, etc)	
159981	2687291	YIL068C	SEC6	Hypomorphic allele (TS, DAmP, etc)	YKL212W	SAC1	Hypomorphic allele (TS, DAmP, etc)	
159982	2687291	YGR009C	SEC9	Hypomorphic allele (TS, DAmP, etc)	YKL212W	SAC1	Hypomorphic allele (TS, DAmP, etc)	
159983	2656401	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YKL212W	SAC1	Spontaneous mutation	
159984	7754710	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR484W	VPS52	Deletion allele	
159985	2656401	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR484W	VPS52	Spontaneous mutation	
159986	8873450	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR159W	SAC3	Specific mutation (activating mutant, phospho-mutant, etc)	
159987	2656401	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR159W	SAC3	Spontaneous mutation	
159988	7635312	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR129C	SAC6	Specific mutation (activating mutant, phospho-mutant, etc)	
159990	14593073	YKL126W	YPK1	Deletion allele	YDR389W	SAC7	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
159992	11713681	YLR371W	ROM2	Deletion allele	YDR389W	SAC7	Deletion allele	
159993	9038344	YKL203C	TOR2	Deletion allele	YDR389W	SAC7	Deletion allele	
159994	2183030	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR389W	SAC7	Spontaneous mutation	
159995	8246972	YGL207W	SPT16	Hypomorphic allele (TS, DAmP, etc)	YDR143C	SAN1	Deletion allele	
159999	10585487	YBR060C	ORC2	Hypomorphic allele (TS, DAmP, etc)	YMR127C	SAS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160000	9093847	YBR060C	ORC2	Hypomorphic allele (TS, DAmP, etc)	YMR127C	SAS2	Deletion allele	
160001	9093847	YNL261W	ORC5	Hypomorphic allele (TS, DAmP, etc)	YMR127C	SAS2	Deletion allele	
160005	10660055	YDR457W	TOM1	Hypomorphic allele (TS, DAmP, etc)	YHR205W	SCH9	Spontaneous mutation	
160006	10545107	YGL073W	HSF1	Hypomorphic allele (TS, DAmP, etc)	YHR205W	SCH9	Deletion allele	
160008	9398670	YGL048C	RPT6	Hypomorphic allele (TS, DAmP, etc)	YGL011C	SCL1	Specific mutation (activating mutant, phospho-mutant, etc)	
160009	2684789	YGL048C	RPT6	Hypomorphic allele (TS, DAmP, etc)	YGL011C	SCL1	Specific mutation (activating mutant, phospho-mutant, etc)	
160010	8063782	YBR036C	CSG2	Deletion allele	YER120W	SCS2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
160011	8063782	YBR036C	CSG2	Deletion allele	YGL126W	SCS3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
160012	8063782	YBR036C	CSG2	Deletion allele	YMR272C	SCS7	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
160015	11801737	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YKL193C	SDS22	Hypomorphic allele (TS, DAmP, etc)	
160020	9214619	YOR075W	UFE1	Hypomorphic allele (TS, DAmP, etc)	YDR498C	SEC20	Overexpression of a mutant allele	
160022	3317397	YDL226C	GCS1	Hypomorphic allele (TS, DAmP, etc)	YDR077W	SED1	Spontaneous mutation	
160023	9927667	YLR166C	SEC10	Hypomorphic allele (TS, DAmP, etc)	YDR363W-A	SEM1	Deletion allele	
160024	9927667	YGL233W	SEC15	Hypomorphic allele (TS, DAmP, etc)	YDR363W-A	SEM1	Deletion allele	
160025	9927667	YER008C	SEC3	Hypomorphic allele (TS, DAmP, etc)	YDR363W-A	SEM1	Deletion allele	
160026	9927667	YPR055W	SEC8	Hypomorphic allele (TS, DAmP, etc)	YDR363W-A	SEM1	Deletion allele	
160029	9988274	YLR288C	MEC3	Deletion allele	YHR119W	SET1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160030	9988274	YOR368W	RAD17	Deletion allele	YHR119W	SET1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160031	9988274	YER173W	RAD24	Deletion allele	YHR119W	SET1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160032	9988274	YDR217C	RAD9	Deletion allele	YHR119W	SET1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160033	3137119	YHR005C	GPA1	Deletion allele	YDL090C	RAM1	Spontaneous mutation	
160034	12509234	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
160035	12399378	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
160039	12036100	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
160041	8913739	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
160043	7969174	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
160044	12456005	YJL005W	CYR1	Hypomorphic allele (TS, DAmP, etc)	YOR057W	SGT1	Spontaneous mutation	
160049	7532279	YNL098C	RAS2	Specific mutation (activating mutant, phospho-mutant, etc)	YOL110W	SHR5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160056	8816483	YFL009W	CDC4	Hypomorphic allele (TS, DAmP, etc)	YLR079W	SIC1	Deletion allele	
160058	2841185	YER086W	ILV1	Specific mutation (activating mutant, phospho-mutant, etc)	YOL031C	SIL1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
160060	9448002	YGR252W	GCN5	Deletion allele	YER161C	SPT2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160061	9343382	YDR448W	ADA2	Deletion allele	YER161C	SPT2	Deletion allele	
160062	9343382	YDR176W	NGG1	Deletion allele	YER161C	SPT2	Deletion allele	
160063	9343382	YGR252W	GCN5	Deletion allele	YER161C	SPT2	Deletion allele	
160067	2004420	YDL140C	RPO21	Hypomorphic allele (TS, DAmP, etc)	YER161C	SPT2	Deletion allele	
160072	12808094	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YOL004W	SIN3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160079	7830715	YPL016W	SWI1	Deletion allele	YOL004W	SIN3	Deletion allele	
160080	12864846	YHR079C	IRE1	Deletion allele	YNL236W	SIN4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160096	10567580	YMR270C	RRN9	Deletion allele	YDL042C	SIR2	Deletion allele	
160120	12135613	YDR276C	PMP3	Deletion allele	YMR216C	SKY1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160124	11493604	YNL258C	DSL1	Hypomorphic allele (TS, DAmP, etc)	YDR189W	SLY1	Overexpression of a mutant allele	
160125	9717237	YFL038C	YPT1	Deletion allele	YDR189W	SLY1	Specific mutation (activating mutant, phospho-mutant, etc)	
160126	9717237	YLR262C	YPT6	Hypomorphic allele (TS, DAmP, etc)	YDR189W	SLY1	Overexpression of a mutant allele	
160140	9115231	YBR290W	BSD2	Deletion allele	YOL122C	SMF1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160145	9774971	YBR136W	MEC1	Deletion allele	YML058W	SML1	Deletion allele	
160148	9774971	YPL153C	RAD53	Deletion allele	YML058W	SML1	Deletion allele	
160149	10950868	YDR499W	LCD1	Deletion allele	YML058W	SML1	Deletion allele	
160151	9774971	YDL101C	DUN1	Deletion allele	YML058W	SML1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160152	9774971	YOR330C	MIP1	Hypomorphic allele (TS, DAmP, etc)	YML058W	SML1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160153	12509465	YHL027W	RIM101	Deletion allele	YBR182C	SMP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160155	9799229	YGR009C	SEC9	Hypomorphic allele (TS, DAmP, etc)	YAL030W	SNC1	Overexpression of a mutant allele	
160156	9799229	YGR009C	SEC9	Hypomorphic allele (TS, DAmP, etc)	YOR327C	SNC2	Spontaneous mutation	
160159	10224244	YER148W	SPT15	Specific mutation (activating mutant, phospho-mutant, etc)	YGL115W	SNF4	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
160160	9791124	YMR096W	SNZ1	Deletion allele	YMR095C	SNO1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160161	9791124	YMR095C	SNO1	Deletion allele	YMR096W	SNZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
160163	12586694	YHR205W	SCH9	Deletion allele	YHR008C	SOD2	Deletion allele	
160165	7982575	YDR138W	HPR1	Deletion allele	YGL127C	SOH1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
160168	8514125	YOR254C	SEC63	Hypomorphic allele (TS, DAmP, etc)	YDL020C	RPN4	Deletion allele	
160169	12230471	YGL008C	PMA1	Hypomorphic allele (TS, DAmP, etc)	YJL192C	SOP4	Deletion allele	
160171	8647883	YOR254C	SEC63	Specific mutation (activating mutant, phospho-mutant, etc)	YDL191W	RPL35A	Spontaneous mutation	
160174	10648622	YER165W	PAB1	Deletion allele	YCL054W	SPB1	Hypomorphic allele (TS, DAmP, etc)	
160175	8247006	YBR109C	CMD1	Hypomorphic allele (TS, DAmP, etc)	YDR356W	SPC110	Specific mutation (activating mutant, phospho-mutant, etc)	
160176	10523306	YGR252W	GCN5	Deletion allele	YKL184W	SPE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
