from	to	weight
subgroup_55	subgroup_118	0.06
subgroup_55	subgroup_135	-0.065
subgroup_56	subgroup_58	0.14100000000000001
subgroup_56	subgroup_59	0.05400000000000001
subgroup_56	subgroup_60	0.11718181818181818
subgroup_56	subgroup_66	-0.147
subgroup_56	subgroup_72	0.06125581395348837
subgroup_56	subgroup_80	0.10400000000000001
subgroup_56	subgroup_81	0.057999999999999996
subgroup_56	subgroup_96	0.064
subgroup_56	subgroup_100	-0.138
subgroup_56	subgroup_104	-0.17633333333333331
subgroup_57	subgroup_60	0.063
subgroup_57	subgroup_76	-0.213
subgroup_57	subgroup_82	0.052000000000000005
subgroup_57	subgroup_83	0.31
subgroup_57	subgroup_84	-0.07
subgroup_57	subgroup_96	-0.19499999999999995
subgroup_57	subgroup_100	-0.17600000000000002
subgroup_57	subgroup_108	-0.5440000000000002
subgroup_58	subgroup_81	-0.067
subgroup_58	subgroup_84	-0.18
subgroup_58	subgroup_106	0.06966666666666667
subgroup_58	subgroup_107	0.0935
subgroup_58	subgroup_108	-0.084
subgroup_58	subgroup_134	-0.083
subgroup_60	subgroup_77	-0.009499999999999998
subgroup_60	subgroup_81	0.068
subgroup_60	subgroup_96	-0.09725
subgroup_60	subgroup_102	-0.078
subgroup_61	subgroup_72	-0.10975
subgroup_61	subgroup_76	0.053
