orf	name	type	betw
YAL031C	GIP4	S	0.06418
YAL036C	RBG1	S	0.00503
YAL039C	CYC3	S	0.01225
YAL044W-A	YAL044W-A	S	0.00182
YAL046C	AIM1	S	0.00934
YAL048C	GEM1	S	0.0022
YAL049C	AIM2	S	0.00139
YAL053W	FLC2	S	0.00441
YAL054C	ACS1	S	0.0013
YAL055W	PEX22	S	0.0
YAL056W	GPB2	S	0.0
YAL058W	CNE1	S	0.00384
YAL059W	ECM1	S	0.0065
YAL060W	BDH1	S	0.00011
YAL061W	BDH2	S	0.01011
YAL062W	GDH3	S	4e-05
YAL067C	SEO1	S	0.00069
YAR010C	YAR010C	S	0.00011
YAR028W	YAR028W	S	0.0
YAR031W	PRM9	S	0.00141
YAR035W	YAT1	S	0.00094
YAR071W	PHO11	S	0.0003
YBL005W	PDR3	S	0.00237
YBL005W-A	YBL005W-A	S	0.00046
YBL009W	ALK2	S	0.00303
YBL010C	YBL010C	S	0.00294
YBL011W	SCT1	S	0.00782
YBL015W	ACH1	S	0.00618
YBL017C	PEP1	S	0.00218
YBL019W	APN2	S	0.00075
YBL020W	RFT1	S	0.00014
YBL022C	PIM1	S	0.00223
YBL024W	NCL1	S	0.00162
YBL029C-A	YBL029C-A	S	0.01393
YBL029W	YBL029W	S	0.00558
YBL031W	SHE1	S	0.00768
YBL034C	STU1	S	0.00026
YBL036C	YBL036C	S	0.00037
YBL039W-B	YBL039W-B	S	0.00807
YBL040C	ERD2	S	0.0
YBL042C	FUI1	S	0.0
YBL043W	ECM13	S	0.0
YBL049W	MOH1	S	0.00113
YBL050W	SEC17	S	0.0
YBL051C	PIN4	S	0.00054
YBL054W	TOD6	S	0.00282
YBL055C	YBL055C	S	0.00243
YBL056W	PTC3	S	0.00351
YBL057C	PTH2	S	0.0
YBL059C-A	CMC2	S	0.02199
YBL059W	YBL059W	S	0.01452
YBL060W	YEL1	S	0.00095
YBL061C	SKT5	S	0.00074
YBL063W	KIP1	S	0.0011
YBL064C	PRX1	S	0.01384
YBL068W	PRS4	S	0.00253
YBL071W-A	KTI11	S	0.0
YBL080C	PET112	S	0.00035
YBL081W	YBL081W	S	0.0
YBL082C	ALG3	S	0.0
YBL086C	YBL086C	S	0.00462
YBL088C	TEL1	S	0.0
YBL089W	AVT5	S	0.0
YBL091C	MAP2	S	0.0
YBL091C-A	SCS22	S	0.0
YBL095W	YBL095W	S	0.00936
YBL101C	ECM21	S	3e-05
YBL102W	SFT2	S	0.0018
YBL104C	SEA4	S	0.0
YBL106C	SRO77	S	0.0
YBR002C	RER2	S	0.04529
YBR004C	GPI18	S	0.00724
YBR006W	UGA2	S	0.0
YBR015C	MNN2	S	0.00843
YBR018C	GAL7	S	0.00381
YBR019C	GAL10	S	0.00211
YBR020W	GAL1	S	0.00381
YBR021W	FUR4	S	0.0
YBR023C	CHS3	S	0.0
YBR024W	SCO2	S	0.0
YBR026C	ETR1	S	0.00043
YBR028C	YPK3	S	0.0
YBR029C	CDS1	S	0.00034
YBR030W	RKM3	S	0.0
YBR035C	PDX3	S	0.00013
YBR037C	SCO1	S	0.0
YBR038W	CHS2	S	0.0
YBR042C	CST26	S	0.0
YBR044C	TCM62	S	0.0
YBR046C	ZTA1	S	0.001
YBR049C	REB1	S	0.0
YBR052C	RFS1	S	0.0
YBR053C	YBR053C	S	0.0011
YBR054W	YRO2	S	0.0
YBR056W	YBR056W	S	3e-05
YBR058C	UBP14	S	1e-05
YBR058C-A	TSC3	S	0.0
YBR061C	TRM7	S	0.02144
YBR062C	YBR062C	S	3e-05
YBR065C	ECM2	S	0.00026
YBR066C	NRG2	S	0.0
YBR068C	BAP2	S	0.0
YBR069C	TAT1	S	0.0
YBR073W	RDH54	S	0.0
YBR078W	ECM33	S	3e-05
YBR083W	TEC1	S	0.0
YBR085W	AAC3	S	0.0
YBR086C	IST2	S	0.00014
YBR093C	PHO5	S	0.00202
YBR094W	PBY1	S	0.0
YBR096W	YBR096W	S	0.0
YBR101C	FES1	S	0.00011
YBR107C	IML3	S	0.0
YBR108W	AIM3	S	0.0
YBR110W	ALG1	S	0.0
YBR111C	YSA1	S	0.00451
YBR115C	LYS2	S	0.0
YBR117C	TKL2	S	4e-05
YBR120C	CBP6	S	0.0016
YBR121C	GRS1	S	0.00023
YBR125C	PTC4	S	0.00012
YBR129C	OPY1	S	0.00327
YBR130C	SHE3	S	0.00022
YBR132C	AGP2	S	0.0
YBR133C	HSL7	S	0.00106
YBR137W	YBR137W	S	0.0
YBR138C	YBR138C	S	0.0
YBR139W	YBR139W	S	0.00017
YBR140C	IRA1	S	0.00197
YBR141C	BMT2	S	0.00494
YBR145W	ADH5	S	0.00224
YBR148W	YSW1	S	0.00451
YBR149W	ARA1	S	8e-05
YBR150C	TBS1	S	0.0
YBR155W	CNS1	S	0.0
YBR157C	ICS2	S	0.00078
YBR158W	AMN1	S	0.00063
YBR162C	TOS1	S	0.00035
YBR164C	ARL1	S	0.0
YBR166C	TYR1	S	0.0
YBR169C	SSE2	S	0.0
YBR172C	SMY2	S	0.0
YBR173C	UMP1	S	0.0
YBR177C	EHT1	S	9e-05
YBR180W	DTR1	S	0.00047
YBR182C	SMP1	S	0.0
YBR183W	YPC1	S	0.00049
YBR185C	MBA1	S	0.00014
YBR186W	PCH2	S	0.00545
YBR187W	GDT1	S	0.0
YBR199W	KTR4	S	0.00014
YBR205W	KTR3	S	2e-05
YBR208C	DUR1,2	S	0.00016
YBR212W	NGR1	S	0.0
YBR214W	SDS24	S	8e-05
YBR216C	YBP1	S	0.00037
YBR218C	PYC2	S	0.00077
YBR219C	YBR219C	S	0.00418
YBR222C	PCS60	S	0.00044
YBR223C	TDP1	S	0.0
YBR225W	YBR225W	S	0.0
YBR227C	MCX1	S	0.00089
YBR230C	OM14	S	0.00152
YBR233W	PBP2	S	0.00054
YBR235W	VHC1	S	0.0
YBR236C	ABD1	S	0.0
YBR237W	PRP5	S	0.0
YBR239C	ERT1	S	0.00551
YBR240C	THI2	S	0.00015
YBR241C	YBR241C	S	6e-05
YBR243C	ALG7	S	0.0
YBR244W	GPX2	S	0.00255
YBR246W	RRT2	S	0.00203
YBR248C	HIS7	S	1e-05
YBR249C	ARO4	S	0.0
YBR252W	DUT1	S	0.00073
YBR255C-A	YBR255C-A	S	0.00021
YBR255W	MTC4	S	0.0
YBR259W	YBR259W	S	0.0
YBR260C	RGD1	S	0.00191
YBR262C	MIC12	S	0.00349
YBR264C	YPT10	S	0.0
YBR267W	REI1	S	0.0
YBR270C	BIT2	S	0.0
YBR272C	HSM3	S	0.0
YBR273C	UBX7	S	0.0
YBR275C	RIF1	S	0.01151
YBR276C	PPS1	S	0.00012
YBR280C	SAF1	S	0.0
YBR284W	YBR284W	S	0.0044
YBR285W	YBR285W	S	0.00529
YBR290W	BSD2	S	0.0012
YBR291C	CTP1	S	0.01596
YBR293W	VBA2	S	0.0008
YBR295W	PCA1	S	0.0
YBR296C	PHO89	S	0.0
YBR296C-A	YBR296C-A	S	0.0
YBR298C	MAL31	S	0.0
YCL001W	RER1	S	0.0
YCL004W	PGS1	S	0.0
YCL005W	LDB16	S	0.0001
YCL005W-A	VMA9	S	1e-05
YCL014W	BUD3	S	0.0011
YCL018W	LEU2	S	0.00223
YCL019W	YCL019W	S	0.00043
YCL020W	YCL020W	S	0.01151
YCL021W-A	YCL021W-A	S	0.0021
YCL025C	AGP1	S	0.00051
YCL027W	FUS1	S	0.0219
YCL034W	LSB5	S	0.00215
YCL035C	GRX1	S	0.0051
YCL038C	ATG22	S	0.00034
YCL043C	PDI1	S	5e-05
YCL045C	EMC1	S	0.00264
YCL052C	PBN1	S	2e-05
YCL055W	KAR4	S	4e-05
YCL056C	PEX34	S	0.00222
YCL057C-A	MIC10	S	0.00311
YCL063W	VAC17	S	0.00124
YCL066W	HMLALPHA1	S	0.0
YCL067C	HMLALPHA2	S	0.00028
YCL069W	VBA3	S	0.00616
YCL073C	GEX1	S	7e-05
YCR004C	YCP4	S	0.00039
YCR005C	CIT2	S	9e-05
YCR007C	YCR007C	S	0.00018
YCR010C	ADY2	S	0.00891
YCR011C	ADP1	S	0.00904
YCR014C	POL4	S	0.0
YCR016W	YCR016W	S	0.00089
YCR021C	HSP30	S	0.01552
YCR027C	RHB1	S	0.0
YCR028C	FEN2	S	0.00016
YCR037C	PHO87	S	0.00333
YCR038C	BUD5	S	5e-05
YCR039C	MATALPHA2	S	0.01385
YCR040W	MATALPHA1	S	0.00015
YCR043C	YCR043C	S	0.00075
YCR044C	PER1	S	0.00129
YCR045C	RRT12	S	0.0211
YCR047C	BUD23	S	0.01221
YCR048W	ARE1	S	0.0
YCR053W	THR4	S	2e-05
YCR059C	YIH1	S	0.00634
YCR060W	TAH1	S	0.00043
YCR061W	YCR061W	S	6e-05
YCR063W	BUD31	S	0.02371
YCR065W	HCM1	S	0.0
YCR067C	SED4	S	0.0
YCR068W	ATG15	S	0.00368
YCR073C	SSK22	S	7e-05
YCR073W-A	SOL2	S	0.00712
YCR075C	ERS1	S	0.01057
YCR075W-A	YCR075W-A	S	0.0096
YCR076C	FUB1	S	0.0
YCR079W	PTC6	S	0.00352
YCR082W	AHC2	S	7e-05
YCR083W	TRX3	S	2e-05
YCR087C-A	YCR087C-A	S	0.0
YCR089W	FIG2	S	0.0
YCR090C	YCR090C	S	0.0
YCR091W	KIN82	S	0.00055
YCR094W	CDC50	S	0.00324
YCR097W	HMRA1	S	0.00195
YCR098C	GIT1	S	0.0
YCR099C	YCR099C	S	0.00069
YCR100C	YCR100C	S	0.0
YCR101C	YCR101C	S	0.00145
YCR102C	YCR102C	S	0.00054
YCR105W	ADH7	S	0.0052
YCR106W	RDS1	S	0.00219
YDL001W	RMD1	S	0.00203
YDL006W	PTC1	S	0.0
YDL012C	YDL012C	S	0.00293
YDL019C	OSH2	S	2e-05
YDL020C	RPN4	S	0.0
YDL021W	GPM2	S	0.0
YDL027C	YDL027C	S	0.0
YDL033C	SLM3	S	0.00101
YDL035C	GPR1	S	0.0
YDL037C	BSC1	S	0.0
YDL039C	PRM7	S	0.02784
YDL044C	MTF2	S	0.0
YDL045C	FAD1	S	1e-05
YDL046W	NPC2	S	8e-05
YDL052C	SLC1	S	0.0
YDL054C	MCH1	S	0.00311
YDL057W	YDL057W	S	0.0
YDL058W	USO1	S	0.0
YDL059C	RAD59	S	0.0
YDL066W	IDP1	S	0.0
YDL069C	CBS1	S	0.00101
YDL070W	BDF2	S	0.0
YDL072C	YET3	S	0.0
YDL073W	YDL073W	S	0.0
YDL078C	MDH3	S	0.0
YDL079C	MRK1	S	0.0007
YDL080C	THI3	S	0.0019
YDL085C-A	YDL085C-A	S	0.00517
YDL085W	NDE2	S	0.00035
YDL089W	NUR1	S	0.0052
YDL091C	UBX3	S	0.03951
YDL103C	QRI1	S	0.0
YDL106C	PHO2	S	0.00045
YDL107W	MSS2	S	7e-05
YDL110C	TMA17	S	0.00097
YDL112W	TRM3	S	9e-05
YDL115C	IWR1	S	0.00224
YDL117W	CYK3	S	0.0
YDL120W	YFH1	S	0.0
YDL121C	YDL121C	S	0.00027
YDL122W	UBP1	S	0.00194
YDL123W	SNA4	S	0.00074
YDL124W	YDL124W	S	0.00034
YDL125C	HNT1	S	0.00214
YDL128W	VCX1	S	0.0
YDL131W	LYS21	S	9e-05
YDL133W	SRF1	S	0.00075
YDL137W	ARF2	S	0.0214
YDL138W	RGT2	S	0.00046
YDL139C	SCM3	S	0.00126
YDL141W	BPL1	S	0.00346
YDL144C	YDL144C	S	0.00099
YDL154W	MSH5	S	7e-05
YDL157C	YDL157C	S	0.00023
YDL160C-A	MHF2	S	0.01349
YDL161W	ENT1	S	0.00027
YDL164C	CDC9	S	0.01327
YDL167C	NRP1	S	0.00292
YDL168W	SFA1	S	0.0
YDL169C	UGX2	S	0.00071
YDL170W	UGA3	S	0.00042
YDL171C	GLT1	S	0.0
YDL173W	PAR32	S	0.00062
YDL179W	PCL9	S	0.0
YDL180W	YDL180W	S	0.00099
YDL182W	LYS20	S	0.00161
YDL186W	YDL186W	S	0.0
YDL189W	RBS1	S	1e-05
YDL190C	UFD2	S	0.00016
YDL193W	NUS1	S	0.00093
YDL194W	SNF3	S	0.00231
YDL197C	ASF2	S	0.00309
YDL198C	GGC1	S	0.00591
YDL199C	YDL199C	S	0.01036
YDL200C	MGT1	S	0.03787
YDL203C	ACK1	S	0.00178
YDL206W	YDL206W	S	0.00095
YDL210W	UGA4	S	0.00035
YDL214C	PRR2	S	0.00101
YDL215C	GDH2	S	0.0
YDL218W	YDL218W	S	0.05188
YDL223C	HBT1	S	0.02269
YDL224C	WHI4	S	0.00492
YDL225W	SHS1	S	0.01989
YDL226C	GCS1	S	0.00203
YDL227C	HO	S	0.00163
YDL230W	PTP1	S	6e-05
YDL233W	MFG1	S	0.00059
YDL234C	GYP7	S	0.00045
YDL235C	YPD1	S	0.00147
YDL236W	PHO13	S	0.0
YDL238C	GUD1	S	0.0
YDL240W	LRG1	S	0.00177
YDL241W	YDL241W	S	0.00185
YDL245C	HXT15	S	0.0
YDR002W	YRB1	S	4e-05
YDR005C	MAF1	S	0.00017
YDR006C	SOK1	S	0.00098
YDR007W	TRP1	S	0.0
YDR011W	SNQ2	S	0.00073
YDR014W	RAD61	S	4e-05
YDR014W-A	HED1	S	0.0
YDR017C	KCS1	S	3e-05
YDR018C	YDR018C	S	4e-05
YDR020C	DAS2	S	4e-05
YDR021W	FAL1	S	0.0
YDR022C	ATG31	S	0.0
YDR026C	NSI1	S	0.00058
YDR033W	MRH1	S	0.0
YDR034C	LYS14	S	0.00054
YDR034C-D	YDR034C-D	S	0.00053
YDR035W	ARO3	S	0.0
YDR036C	EHD3	S	0.02201
YDR037W	KRS1	S	0.00345
YDR038C	ENA5	S	1e-05
YDR039C	ENA2	S	0.00518
YDR043C	NRG1	S	9e-05
YDR044W	HEM13	S	0.0042
YDR046C	BAP3	S	0.0001
YDR049W	VMS1	S	0.0
YDR051C	DET1	S	0.00155
YDR056C	YDR056C	S	0.00974
YDR058C	TGL2	S	0.00022
YDR059C	UBC5	S	0.00162
YDR063W	AIM7	S	0.00091
YDR065W	RRG1	S	0.00616
YDR068W	DOS2	S	0.0
YDR069C	DOA4	S	0.00106
YDR070C	FMP16	S	6e-05
YDR071C	PAA1	S	0.0
YDR077W	SED1	S	0.00365
YDR079W	PET100	S	8e-05
YDR081C	PDC2	S	0.0
YDR084C	TVP23	S	0.0
YDR085C	AFR1	S	0.00054
YDR088C	SLU7	S	0.0004
YDR093W	DNF2	S	0.00194
YDR096W	GIS1	S	0.00239
YDR098C	GRX3	S	9e-05
YDR104C	SPO71	S	0.0044
YDR105C	TMS1	S	0.00167
YDR107C	TMN2	S	0.0
YDR110W	FOB1	S	0.0002
YDR111C	ALT2	S	0.00078
YDR119W	VBA4	S	0.00195
YDR119W-A	COX26	S	0.00012
YDR120C	TRM1	S	0.00029
YDR122W	KIN1	S	0.00038
YDR124W	YDR124W	S	0.00049
YDR128W	MTC5	S	0.00032
YDR131C	YDR131C	S	0.0
YDR132C	YDR132C	S	0.0
YDR139C	RUB1	S	0.0
YDR140W	MTQ2	S	0.00025
YDR142C	PEX7	S	0.00477
YDR144C	MKC7	S	0.00047
YDR146C	SWI5	S	2e-05
YDR147W	EKI1	S	0.01499
YDR151C	CTH1	S	0.00039
YDR152W	GIR2	S	0.00017
YDR160W	SSY1	S	0.0
YDR161W	YDR161W	S	0.0
YDR162C	NBP2	S	0.0
YDR163W	CWC15	S	0.00017
YDR164C	SEC1	S	0.0
YDR168W	CDC37	S	0.00027
YDR169C	STB3	S	0.00025
YDR170W-A	YDR170W-A	S	0.00488
YDR177W	UBC1	S	0.0
YDR179W-A	YDR179W-A	S	0.00136
YDR184C	ATC1	S	0.0
YDR185C	UPS3	S	0.00727
YDR186C	YDR186C	S	0.0
YDR189W	SLY1	S	0.0
YDR191W	HST4	S	0.0
YDR194C	MSS116	S	0.0
YDR196C	CAB5	S	0.0
YDR205W	MSC2	S	0.0
YDR206W	EBS1	S	0.0004
YDR208W	MSS4	S	0.0
YDR210W-B	YDR210W-B	S	0.00181
YDR213W	UPC2	S	7e-05
YDR216W	ADR1	S	0.0
YDR217C	RAD9	S	1e-05
YDR218C	SPR28	S	0.00025
YDR219C	MFB1	S	0.00176
YDR222W	YDR222W	S	0.00286
YDR223W	CRF1	S	0.00142
YDR226W	ADK1	S	0.0
YDR232W	HEM1	S	0.00049
YDR234W	LYS4	S	0.0
YDR236C	FMN1	S	0.0
YDR239C	YDR239C	S	0.01973
YDR244W	PEX5	S	0.0
YDR248C	YDR248C	S	0.0
YDR251W	PAM1	S	0.0
YDR254W	CHL4	S	0.0
YDR256C	CTA1	S	0.0
YDR258C	HSP78	S	0.0
YDR259C	YAP6	S	0.0
YDR261W-A	YDR261W-A	S	0.0
YDR261W-B	YDR261W-B	S	0.0
YDR263C	DIN7	S	0.00034
YDR266C	HEL2	S	0.0
YDR267C	CIA1	S	0.0
YDR270W	CCC2	S	0.0
YDR272W	GLO2	S	0.00069
YDR276C	PMP3	S	0.0
YDR277C	MTH1	S	0.0
YDR284C	DPP1	S	0.00561
YDR287W	INM2	S	0.00038
YDR291W	HRQ1	S	0.00084
YDR296W	MHR1	S	0.0
YDR297W	SUR2	S	0.0
YDR299W	BFR2	S	0.0
YDR300C	PRO1	S	0.00165
YDR302W	GPI11	S	0.00352
YDR304C	CPR5	S	0.0
YDR306C	YDR306C	S	0.0
YDR307W	PMT7	S	0.0
YDR309C	GIC2	S	0.0
YDR312W	SSF2	S	0.0
YDR313C	PIB1	S	0.00029
YDR314C	RAD34	S	0.00117
YDR315C	IPK1	S	0.00355
YDR316W	OMS1	S	0.00078
YDR319C	YFT2	S	0.00825
YDR320C	SWA2	S	0.0
YDR323C	PEP7	S	0.00352
YDR326C	YSP2	S	0.00229
YDR329C	PEX3	S	0.00086
YDR330W	UBX5	S	0.0032
YDR332W	IRC3	S	0.0
YDR339C	FCF1	S	0.00268
YDR342C	HXT7	S	0.00102
YDR343C	HXT6	S	0.00012
YDR345C	HXT3	S	0.00252
YDR346C	SVF1	S	0.00157
YDR350C	ATP22	S	0.00043
YDR352W	YPQ2	S	0.0
YDR353W	TRR1	S	0.00058
YDR354W	TRP4	S	0.00025
YDR357C	CNL1	S	0.00313
YDR358W	GGA1	S	0.00034
YDR361C	BCP1	S	0.00239
YDR363W	ESC2	S	0.00282
YDR364C	CDC40	S	0.00011
YDR366C	YDR366C	S	0.00438
YDR367W	KEI1	S	0.0
YDR372C	VPS74	S	0.00164
YDR373W	FRQ1	S	0.0005
YDR374C	PHO92	S	3e-05
YDR374W-A	WIP1	S	0.00024
YDR375C	BCS1	S	0.0
YDR376W	ARH1	S	0.0
YDR379C-A	SDH6	S	0.00067
YDR379W	RGA2	S	0.00076
YDR380W	ARO10	S	0.00127
YDR383C	NKP1	S	0.00169
YDR384C	ATO3	S	5e-05
YDR389W	SAC7	S	0.0
YDR393W	SHE9	S	0.00011
YDR395W	SXM1	S	0.01526
YDR398W	UTP5	S	0.00022
YDR400W	URH1	S	0.00051
YDR406W	PDR15	S	0.00085
YDR408C	ADE8	S	0.00117
YDR410C	STE14	S	0.00014
YDR411C	DFM1	S	0.0
YDR414C	ERD1	S	0.00041
YDR419W	RAD30	S	0.0
YDR420W	HKR1	S	0.0
YDR421W	ARO80	S	0.00403
YDR423C	CAD1	S	7e-05
YDR428C	BNA7	S	0.0
YDR430C	CYM1	S	0.00063
YDR436W	PPZ2	S	0.00026
YDR440W	DOT1	S	7e-05
YDR446W	ECM11	S	8e-05
YDR452W	PPN1	S	5e-05
YDR453C	TSA2	S	0.00028
YDR454C	GUK1	S	0.0
YDR456W	NHX1	S	0.00015
YDR458C	HEH2	S	0.00127
YDR459C	PFA5	S	0.0
YDR463W	STP1	S	0.00169
YDR464W	SPP41	S	0.00061
YDR466W	PKH3	S	0.00083
YDR475C	JIP4	S	0.0003
YDR476C	YDR476C	S	0.00023
YDR481C	PHO8	S	0.00069
YDR482C	CWC21	S	4e-05
YDR483W	KRE2	S	3e-05
YDR486C	VPS60	S	0.0
YDR487C	RIB3	S	0.01148
YDR490C	PKH1	S	4e-05
YDR493W	MZM1	S	0.00689
YDR494W	RSM28	S	0.0
YDR497C	ITR1	S	0.00177
YDR499W	LCD1	S	0.0006
YDR501W	PLM2	S	0.0
YDR502C	SAM2	S	0.00676
YDR503C	LPP1	S	0.00102
YDR504C	SPG3	S	0.0
YDR505C	PSP1	S	5e-05
YDR506C	GMC1	S	0.0
YDR508C	GNP1	S	0.0
YDR511W	SDH7	S	0.00016
YDR513W	GRX2	S	2e-05
YDR516C	EMI2	S	7e-05
YDR518W	EUG1	S	0.0
YDR519W	FPR2	S	0.0
YDR520C	URC2	S	1e-05
YDR524C	AGE1	S	0.0
YDR524C-B	YDR524C-B	S	0.0
YDR532C	KRE28	S	0.0
YDR536W	STL1	S	3e-05
YDR538W	PAD1	S	0.0
YDR541C	YDR541C	S	0.00472
YDR545W	YRF1-1	S	0.0001
YEL001C	IRC22	S	0.00315
YEL004W	YEA4	S	0.0008
YEL005C	VAB2	S	0.0
YEL012W	UBC8	S	0.00012
YEL017C-A	PMP2	S	0.00301
YEL017W	GTT3	S	0.0
YEL022W	GEA2	S	0.0
YEL023C	YEL023C	S	0.0001
YEL025C	YEL025C	S	0.00457
YEL029C	BUD16	S	0.00143
YEL030W	ECM10	S	0.00025
YEL031W	SPF1	S	0.0
YEL039C	CYC7	S	0.0
YEL040W	UTR2	S	5e-05
YEL041W	YEF1	S	0.0
YEL043W	YEL043W	S	0.0
YEL044W	IES6	S	0.0
YEL047C	FRD1	S	0.00027
YEL048C	TCA17	S	0.0
YEL058W	PCM1	S	0.00503
YEL060C	PRB1	S	0.0013
YEL061C	CIN8	S	0.00406
YEL062W	NPR2	S	7e-05
YEL064C	AVT2	S	0.00059
YEL065W	SIT1	S	0.00048
YEL071W	DLD3	S	0.00013
YEL072W	RMD6	S	0.0
YER001W	MNN1	S	0.00059
YER003C	PMI40	S	0.00061
YER004W	FMP52	S	0.0
YER005W	YND1	S	0.00088
YER007C-A	TMA20	S	0.0
YER007W	PAC2	S	0.00042
YER009W	NTF2	S	0.00164
YER015W	FAA2	S	0.00213
YER016W	BIM1	S	0.0
YER019W	ISC1	S	0.0
YER023W	PRO3	S	0.0
YER024W	YAT2	S	0.0
YER026C	CHO1	S	0.0
YER032W	FIR1	S	0.0002
YER033C	ZRG8	S	0.0
YER039C	HVG1	S	0.0
YER040W	GLN3	S	0.0
YER042W	MXR1	S	0.00028
YER043C	SAH1	S	0.00258
YER044C	ERG28	S	0.0
YER044C-A	MEI4	S	0.0
YER045C	ACA1	S	0.00462
YER047C	SAP1	S	0.00017
YER049W	TPA1	S	0.00067
YER052C	HOM3	S	0.0
YER054C	GIP2	S	0.0
YER056C	FCY2	S	0.0
YER057C	HMF1	S	0.0
YER058W	PET117	S	0.0013
YER059W	PCL6	S	0.0
YER060W-A	FCY22	S	0.00038
YER062C	GPP2	S	0.00074
YER064C	VHR2	S	0.0
YER065C	ICL1	S	0.0001
YER071C	TDA2	S	0.00285
YER074W-A	YOS1	S	0.02668
YER075C	PTP3	S	0.00089
YER078C	ICP55	S	0.00091
YER081W	SER3	S	0.0
YER086W	ILV1	S	0.0018
YER087W	AIM10	S	0.0
YER088C	DOT6	S	0.0
YER089C	PTC2	S	0.0
YER091C	MET6	S	0.0002
YER092W	IES5	S	0.0
YER098W	UBP9	S	9e-05
YER099C	PRS2	S	0.0
YER100W	UBC6	S	0.0
YER101C	AST2	S	0.00426
YER104W	RTT105	S	0.00342
YER105C	NUP157	S	0.0
YER107C	GLE2	S	0.00521
YER109C	FLO8	S	0.0
YER113C	TMN3	S	0.0
YER115C	SPR6	S	0.00124
YER121W	YER121W	S	0.0
