orf	name	type	betw
YER123W	YCK3	S	0.00023
YER124C	DSE1	S	0.00119
YER127W	LCP5	S	0.0
YER128W	VFA1	S	0.0
YER129W	SAK1	S	0.00287
YER134C	YER134C	S	0.00163
YER136W	GDI1	S	6e-05
YER138C	YER138C	S	0.0028
YER139C	RTR1	S	0.00459
YER141W	COX15	S	0.00011
YER142C	MAG1	S	9e-05
YER143W	DDI1	S	0.00486
YER144C	UBP5	S	0.00237
YER153C	PET122	S	4e-05
YER154W	OXA1	S	0.0
YER160C	YER160C	S	0.00014
YER161C	SPT2	S	1e-05
YER166W	DNF1	S	0.00024
YER167W	BCK2	S	0.0
YER168C	CCA1	S	0.0
YER170W	ADK2	S	0.0
YER174C	GRX4	S	0.00013
YER179W	DMC1	S	0.0
YER180C	ISC10	S	0.00865
YER180C-A	SLO1	S	3e-05
YER182W	FMP10	S	0.00017
YFL002W-A	YFL002W-A	S	0.00329
YFL003C	MSH4	S	0.0
YFL007W	BLM10	S	0.0
YFL011W	HXT10	S	0.0
YFL016C	MDJ1	S	0.0
YFL017C	GNA1	S	0.00057
YFL021W	GAT1	S	0.00465
YFL025C	BST1	S	0.0
YFL026W	STE2	S	5e-05
YFL028C	CAF16	S	4e-05
YFL029C	CAK1	S	5e-05
YFL031W	HAC1	S	0.0
YFL033C	RIM15	S	0.0
YFL034W	YFL034W	S	0.0023
YFL036W	RPO41	S	0.0
YFL040W	YFL040W	S	0.0
YFL042C	YFL042C	S	0.0004
YFL045C	SEC53	S	0.0003
YFL046W	FMP32	S	0.0
YFL047W	RGD2	S	0.01053
YFL050C	ALR2	S	0.0
YFL053W	DAK2	S	0.0019
YFL054C	YFL054C	S	0.00204
YFL055W	AGP3	S	0.0042
YFL062W	COS4	S	0.00648
YFL066C	YFL066C	S	0.0
YFR003C	YPI1	S	0.0
YFR007W	YFH7	S	0.0
YFR011C	MIC19	S	5e-05
YFR015C	GSY1	S	0.00236
YFR016C	YFR016C	S	0.00034
YFR017C	IGD1	S	0.0
YFR019W	FAB1	S	0.0
YFR021W	ATG18	S	0.00014
YFR022W	ROG3	S	0.00212
YFR025C	HIS2	S	0.0
YFR027W	ECO1	S	3e-05
YFR029W	PTR3	S	0.00509
YFR038W	IRC5	S	0.00076
YFR041C	ERJ5	S	0.00047
YFR042W	KEG1	S	0.0
YFR043C	IRC6	S	0.00028
YFR046C	CNN1	S	0.0
YFR047C	BNA6	S	0.0
YFR053C	HXK1	S	0.00222
YFR055W	IRC7	S	0.0
YGL001C	ERG26	S	0.0
YGL002W	ERP6	S	0.0
YGL004C	RPN14	S	0.0
YGL006W	PMC1	S	0.0
YGL009C	LEU1	S	0.00017
YGL012W	ERG4	S	0.0
YGL013C	PDR1	S	0.0
YGL016W	KAP122	S	0.0008
YGL017W	ATE1	S	0.0
YGL018C	JAC1	S	0.0
YGL021W	ALK1	S	0.00237
YGL023C	PIB2	S	0.0
YGL026C	TRP5	S	0.0
YGL027C	CWH41	S	5e-05
YGL028C	SCW11	S	0.00371
YGL029W	CGR1	S	0.0
YGL035C	MIG1	S	0.00094
YGL036W	YGL036W	S	0.00161
YGL038C	OCH1	S	0.0002
YGL039W	YGL039W	S	0.0
YGL043W	DST1	S	0.0
YGL045W	RIM8	S	0.00178
YGL050W	TYW3	S	0.00236
YGL053W	PRM8	S	0.0
YGL054C	ERV14	S	0.0
YGL055W	OLE1	S	0.0
YGL056C	SDS23	S	0.00077
YGL060W	YBP2	S	0.0
YGL062W	PYC1	S	6e-05
YGL064C	MRH4	S	0.0003
YGL065C	ALG2	S	0.00021
YGL067W	NPY1	S	0.0
YGL071W	AFT1	S	1e-05
YGL073W	HSF1	S	0.0
YGL079W	KXD1	S	0.001
YGL080W	MPC1	S	0.0
YGL081W	YGL081W	S	7e-05
YGL082W	YGL082W	S	0.00142
YGL083W	SCY1	S	0.00045
YGL084C	GUP1	S	0.00014
YGL089C	MF(ALPHA)2	S	5e-05
YGL091C	NBP35	S	0.00113
YGL095C	VPS45	S	0.00054
YGL096W	TOS8	S	0.00115
YGL097W	SRM1	S	0.00035
YGL104C	VPS73	S	0.0
YGL108C	YGL108C	S	0.00078
YGL110C	CUE3	S	2e-05
YGL113W	SLD3	S	0.00058
YGL114W	YGL114W	S	0.0047
YGL119W	COQ8	S	0.00015
YGL121C	GPG1	S	0.0
YGL125W	MET13	S	0.00186
YGL126W	SCS3	S	0.0007
YGL128C	CWC23	S	0.0027
YGL131C	SNT2	S	0.00127
YGL141W	HUL5	S	0.00025
YGL143C	MRF1	S	0.00025
YGL144C	ROG1	S	0.0
YGL146C	RRT6	S	0.0
YGL154C	LYS5	S	0.0
YGL156W	AMS1	S	2e-05
YGL157W	ARI1	S	0.0
YGL161C	YIP5	S	0.00116
YGL162W	SUT1	S	0.00063
YGL163C	RAD54	S	0.00027
YGL164C	YRB30	S	0.0
YGL166W	CUP2	S	0.0
YGL167C	PMR1	S	0.00425
YGL170C	SPO74	S	0.0
YGL171W	ROK1	S	0.0
YGL175C	SAE2	S	0.00068
YGL181W	GTS1	S	0.00025
YGL185C	YGL185C	S	0.0
YGL192W	IME4	S	0.00425
YGL197W	MDS3	S	0.00012
YGL198W	YIP4	S	0.0
YGL202W	ARO8	S	0.00012
YGL205W	POX1	S	0.0
YGL209W	MIG2	S	0.00017
YGL210W	YPT32	S	0.0
YGL211W	NCS6	S	0.001
YGL215W	CLG1	S	2e-05
YGL216W	KIP3	S	0.00526
YGL219C	MDM34	S	0.0
YGL220W	FRA2	S	0.00064
YGL225W	VRG4	S	0.0
YGL229C	SAP4	S	0.0002
YGL230C	YGL230C	S	0.0
YGL232W	TAN1	S	0.0
YGL234W	ADE5,7	S	8e-05
YGL238W	CSE1	S	0.0
YGL241W	KAP114	S	0.0
YGL242C	YGL242C	S	0.0
YGL247W	BRR6	S	1e-05
YGL250W	RMR1	S	0.00878
YGL251C	HFM1	S	0.0
YGL253W	HXK2	S	0.00011
YGL254W	FZF1	S	0.00112
YGL255W	ZRT1	S	0.0
YGL256W	ADH4	S	0.0
YGL257C	MNT2	S	0.0
YGL259W	YPS5	S	4e-05
YGL263W	COS12	S	0.00539
YGR001C	EFM5	S	0.00392
YGR004W	PEX31	S	0.0
YGR010W	NMA2	S	0.00052
YGR012W	YGR012W	S	0.00047
YGR014W	MSB2	S	0.00075
YGR016W	YGR016W	S	0.00013
YGR017W	YGR017W	S	0.0
YGR021W	YGR021W	S	0.00088
YGR023W	MTL1	S	0.0
YGR024C	THG1	S	0.00027
YGR026W	YGR026W	S	0.0
YGR028W	MSP1	S	0.0
YGR029W	ERV1	S	3e-05
YGR031W	IMO32	S	0.00108
YGR037C	ACB1	S	0.00019
YGR038W	ORM1	S	0.0
YGR041W	BUD9	S	0.00108
YGR042W	YGR042W	S	0.00138
YGR043C	NQM1	S	0.0003
YGR049W	SCM4	S	0.0
YGR057C	LST7	S	0.0
YGR058W	PEF1	S	0.0
YGR061C	ADE6	S	0.00299
YGR062C	COX18	S	0.00884
YGR065C	VHT1	S	0.00634
YGR066C	YGR066C	S	0.0
YGR067C	YGR067C	S	0.0
YGR068C	ART5	S	0.0
YGR070W	ROM1	S	0.00021
YGR071C	ENV11	S	2e-05
YGR077C	PEX8	S	0.00045
YGR080W	TWF1	S	0.0
YGR087C	PDC6	S	0.0
YGR093W	DRN1	S	0.0
YGR094W	VAS1	S	6e-05
YGR099W	TEL2	S	2e-05
YGR100W	MDR1	S	1e-05
YGR101W	PCP1	S	0.0
YGR102C	GTF1	S	0.00183
YGR105W	VMA21	S	0.0
YGR106C	VOA1	S	0.0
YGR116W	SPT6	S	7e-05
YGR121C	MEP1	S	0.0
YGR123C	PPT1	S	0.0
YGR125W	YGR125W	S	0.0
YGR126W	YGR126W	S	0.0
YGR131W	FHN1	S	0.0
YGR133W	PEX4	S	0.0
YGR136W	LSB1	S	0.00344
YGR138C	TPO2	S	0.0
YGR142W	BTN2	S	0.0
YGR143W	SKN1	S	0.0
YGR144W	THI4	S	0.0
YGR145W	ENP2	S	0.0
YGR150C	CCM1	S	0.0
YGR152C	RSR1	S	2e-05
YGR161C	RTS3	S	0.00043
YGR161C-C	YGR161C-C	S	0.00275
YGR161W-B	YGR161W-B	S	0.0
YGR168C	YGR168C	S	0.00132
YGR169C-A	LSO2	S	1e-05
YGR171C	MSM1	S	0.00367
YGR172C	YIP1	S	0.0
YGR173W	RBG2	S	0.0
YGR174C	CBP4	S	0.0
YGR175C	ERG1	S	0.0
YGR177C	ATF2	S	0.0
YGR184C	UBR1	S	0.0
YGR185C	TYS1	S	0.0
YGR191W	HIP1	S	0.0013
YGR194C	XKS1	S	0.00016
YGR196C	FYV8	S	0.00086
YGR197C	SNG1	S	0.0
YGR198W	YPP1	S	1e-05
YGR199W	PMT6	S	0.0
YGR202C	PCT1	S	0.0
YGR203W	YCH1	S	5e-05
YGR204W	ADE3	S	0.0
YGR205W	TDA10	S	0.0
YGR207C	CIR1	S	0.00709
YGR210C	YGR210C	S	0.0
YGR211W	ZPR1	S	1e-05
YGR217W	CCH1	S	0.0
YGR221C	TOS2	S	0.0
YGR222W	PET54	S	0.0
YGR223C	HSV2	S	0.0
YGR224W	AZR1	S	0.0008
YGR225W	AMA1	S	0.0
YGR229C	SMI1	S	0.0
YGR233C	PHO81	S	0.0
YGR235C	MIC26	S	0.0
YGR237C	YGR237C	S	0.00012
YGR239C	PEX21	S	0.0
YGR241C	YAP1802	S	0.00045
YGR243W	MPC3	S	0.0
YGR247W	CPD1	S	0.0
YGR248W	SOL4	S	0.0
YGR249W	MGA1	S	0.0
YGR250C	YGR250C	S	0.00091
YGR251W	NOP19	S	0.0
YGR255C	COQ6	S	0.00011
YGR260W	TNA1	S	0.0
YGR263C	SAY1	S	0.0
YGR267C	FOL2	S	0.00102
YGR268C	HUA1	S	0.0
YGR271W	SLH1	S	0.0
YGR276C	RNH70	S	3e-05
YGR277C	CAB4	S	0.0
YGR278W	CWC22	S	0.00168
YGR280C	PXR1	S	3e-05
YGR282C	BGL2	S	0.0
YGR283C	YGR283C	S	0.0027
YGR286C	BIO2	S	0.0001
YGR287C	IMA1	S	0.00579
YGR289C	MAL11	S	0.00126
YGR294W	PAU12	S	1e-05
YGR295C	COS6	S	0.0
YGR296W	YRF1-3	S	0.0
YHL003C	LAG1	S	0.0
YHL008C	YHL008C	S	0.0
YHL009C	YAP3	S	0.00051
YHL009W-A	YHL009W-A	S	0.0
YHL009W-B	YHL009W-B	S	0.0
YHL011C	PRS3	S	0.00289
YHL014C	YLF2	S	0.00011
YHL016C	DUR3	S	0.00047
YHL017W	YHL017W	S	0.0
YHL018W	YHL018W	S	0.00248
YHL020C	OPI1	S	5e-05
YHL021C	AIM17	S	5e-05
YHL023C	NPR3	S	5e-05
YHL024W	RIM4	S	5e-05
YHL027W	RIM101	S	0.00056
YHL031C	GOS1	S	0.0
YHL032C	GUT1	S	0.0
YHL035C	VMR1	S	0.0
YHL038C	CBP2	S	0.0
YHL039W	EFM1	S	0.0
YHL042W	YHL042W	S	0.00221
YHL046C	PAU13	S	0.0
YHL047C	ARN2	S	0.0
YHR001W	OSH7	S	0.0
YHR002W	LEU5	S	0.0
YHR003C	TCD1	S	0.0
YHR008C	SOD2	S	0.0
YHR009C	TDA3	S	0.0
YHR011W	DIA4	S	0.00324
YHR014W	SPO13	S	0.00075
YHR020W	YHR020W	S	0.00236
YHR022C	YHR022C	S	0.00096
YHR025W	THR1	S	0.0
YHR028C	DAP2	S	0.00056
YHR029C	YHI9	S	0.00359
YHR031C	RRM3	S	0.0
YHR032W	ERC1	S	0.00352
YHR033W	YHR033W	S	6e-05
YHR034C	PIH1	S	0.00034
YHR036W	BRL1	S	0.0
YHR039C	MSC7	S	0.00034
YHR040W	BCD1	S	0.0
YHR042W	NCP1	S	6e-05
YHR044C	DOG1	S	0.00024
YHR045W	YHR045W	S	0.0
YHR046C	INM1	S	0.0
YHR047C	AAP1	S	0.0
YHR048W	YHK8	S	0.0
YHR050W	SMF2	S	0.0
YHR054C	YHR054C	S	0.0
YHR057C	CPR2	S	0.0
YHR059W	FYV4	S	0.0
YHR061C	GIC1	S	0.00959
YHR063C	PAN5	S	0.0
YHR065C	RRP3	S	0.00024
YHR067W	HTD2	S	0.00218
YHR068W	DYS1	S	4e-05
YHR070W	TRM5	S	4e-05
YHR071W	PCL5	S	0.00072
YHR072W	ERG7	S	0.00011
YHR072W-A	NOP10	S	3e-05
YHR073W	OSH3	S	0.00026
YHR074W	QNS1	S	0.00625
YHR078W	YHR078W	S	0.0
YHR087W	RTC3	S	0.0
YHR091C	MSR1	S	0.0
YHR092C	HXT4	S	0.0
YHR096C	HXT5	S	0.0
YHR097C	YHR097C	S	6e-05
YHR101C	BIG1	S	0.0
YHR103W	SBE22	S	0.00323
YHR104W	GRE3	S	0.0011
YHR105W	YPT35	S	0.0
YHR106W	TRR2	S	0.02387
YHR108W	GGA2	S	0.0
YHR110W	ERP5	S	0.0
YHR111W	UBA4	S	5e-05
YHR112C	YHR112C	S	0.0
YHR113W	APE4	S	0.0
YHR115C	DMA1	S	0.0
YHR117W	TOM71	S	0.0
YHR120W	MSH1	S	0.0
YHR122W	CIA2	S	0.0
YHR123W	EPT1	S	0.00222
YHR124W	NDT80	S	0.0
YHR128W	FUR1	S	0.0
YHR132W-A	IGO2	S	4e-05
YHR133C	NSG1	S	0.0
YHR136C	SPL2	S	0.0
YHR137W	ARO9	S	0.0
YHR139C	SPS100	S	0.0012
YHR142W	CHS7	S	8e-05
YHR146W	CRP1	S	0.00577
YHR148W	IMP3	S	0.0
YHR149C	SKG6	S	0.0
YHR153C	SPO16	S	0.0
YHR155W	YSP1	S	0.0
YHR160C	PEX18	S	0.0
YHR161C	YAP1801	S	0.0
YHR162W	MPC2	S	0.0
YHR164C	DNA2	S	0.0
YHR171W	ATG7	S	0.0
YHR175W	CTR2	S	3e-05
YHR177W	YHR177W	S	0.00212
YHR178W	STB5	S	0.00182
YHR179W	OYE2	S	0.00082
YHR181W	SVP26	S	0.0
YHR182W	YHR182W	S	0.0
YHR184W	SSP1	S	2e-05
YHR185C	PFS1	S	0.0
YHR190W	ERG9	S	0.0
YHR192W	LNP1	S	3e-05
YHR194W	MDM31	S	0.0
YHR198C	AIM18	S	0.0
YHR199C	AIM46	S	3e-05
YHR199C-A	NBL1	S	0.00342
YHR201C	PPX1	S	0.00077
YHR204W	MNL1	S	0.0007
YHR205W	SCH9	S	0.00031
YHR207C	SET5	S	0.00115
YHR208W	BAT1	S	0.0
YHR209W	CRG1	S	0.00094
YHR211W	FLO5	S	0.00043
YHR214C-C	YHR214C-C	S	0.0
YHR215W	PHO12	S	0.0
YIL002C	INP51	S	0.00051
YIL003W	CFD1	S	0.0
YIL004C	BET1	S	0.00272
YIL005W	EPS1	S	5e-05
YIL006W	YIA6	S	4e-05
YIL007C	NAS2	S	0.00139
YIL008W	URM1	S	0.00013
YIL009W	FAA3	S	0.00234
YIL013C	PDR11	S	0.00763
YIL014W	MNT3	S	0.0
YIL019W	FAF1	S	0.0
YIL020C	HIS6	S	0.00021
YIL024C	YIL024C	S	0.0
YIL027C	EMC5	S	0.00023
YIL034C	CAP2	S	0.0
YIL036W	CST6	S	0.0
YIL039W	TED1	S	3e-05
YIL040W	APQ12	S	0.00039
YIL041W	GVP36	S	0.0
YIL043C	CBR1	S	0.0
YIL045W	PIG2	S	0.0
YIL046W	MET30	S	0.0
YIL047C	SYG1	S	0.00261
YIL048W	NEO1	S	0.0
YIL050W	PCL7	S	0.0
YIL051C	MMF1	S	0.00017
YIL055C	YIL055C	S	0.0
YIL057C	RGI2	S	0.00176
YIL060W	YIL060W	S	0.00458
YIL063C	YRB2	S	0.00176
YIL066C	RNR3	S	0.0
YIL067C	YIL067C	S	6e-05
YIL073C	SPO22	S	0.00393
YIL074C	SER33	S	0.00395
YIL078W	THS1	S	2e-05
YIL083C	CAB2	S	0.00125
YIL085C	KTR7	S	7e-05
YIL087C	AIM19	S	0.0
YIL088C	AVT7	S	0.0
YIL091C	UTP25	S	0.00585
YIL096C	BMT5	S	0.00204
YIL098C	FMC1	S	0.00023
YIL101C	XBP1	S	0.00132
YIL103W	DPH1	S	0.00135
YIL107C	PFK26	S	0.0
YIL108W	YIL108W	S	0.0
YIL111W	COX5B	S	6e-05
YIL113W	SDP1	S	3e-05
YIL114C	POR2	S	4e-05
YIL116W	HIS5	S	0.00033
YIL118W	RHO3	S	0.0025
YIL119C	RPI1	S	0.00023
YIL120W	QDR1	S	0.0
YIL121W	QDR2	S	0.0
YIL122W	POG1	S	0.00124
YIL124W	AYR1	S	0.0
YIL127C	RRT14	S	0.0
YIL128W	MET18	S	0.0
YIL129C	TAO3	S	0.0
YIL130W	ASG1	S	0.0
YIL131C	FKH1	S	0.0
YIL134W	FLX1	S	0.0
YIL135C	VHS2	S	0.0
YIL136W	OM45	S	0.0
YIL138C	TPM2	S	0.0
YIL140W	AXL2	S	0.0
YIL146C	ATG32	S	0.00452
YIL147C	SLN1	S	0.00167
YIL150C	MCM10	S	0.0
YIL151C	ESL1	S	0.0
YIL152W	YIL152W	S	0.0
YIL154C	IMP2'	S	0.00176
YIL155C	GUT2	S	0.0
YIL156W	UBP7	S	0.00113
YIL157C	COA1	S	3e-05
YIL160C	POT1	S	0.00013
YIL161W	YIL161W	S	0.0
YIL162W	SUC2	S	0.0
YIL165C	YIL165C	S	0.0
YIL166C	YIL166C	S	0.0
YIL169C	YIL169C	S	0.0
YIL172C	IMA3	S	0.00033
YIL173W	VTH1	S	1e-05
YIR001C	SGN1	S	0.0
YIR002C	MPH1	S	0.00203
YIR003W	AIM21	S	0.0
YIR004W	DJP1	S	0.0
YIR007W	YIR007W	S	0.0
YIR014W	YIR014W	S	0.0
YIR018W	YAP5	S	0.00011
YIR023W	DAL81	S	0.0
YIR024C	INA22	S	0.00048
YIR026C	YVH1	S	0.00182
YIR028W	DAL4	S	0.0
YIR031C	DAL7	S	0.00131
YIR033W	MGA2	S	0.0
YIR034C	LYS1	S	0.0
YIR035C	YIR035C	S	0.0
YIR037W	HYR1	S	0.0
YJL003W	COX16	S	0.0
YJL004C	SYS1	S	0.00016
YJL023C	PET130	S	0.00216
YJL042W	MHP1	S	0.00135
YJL044C	GYP6	S	0.00052
YJL047C	RTT101	S	0.0
YJL048C	UBX6	S	0.0005
YJL051W	IRC8	S	0.0
YJL056C	ZAP1	S	0.00025
YJL059W	YHC3	S	0.00013
YJL060W	BNA3	S	0.0
YJL062W	LAS21	S	0.00015
YJL062W-A	COA3	S	9e-05
YJL066C	MPM1	S	6e-05
YJL068C	YJL068C	S	0.00038
YJL070C	YJL070C	S	0.0
YJL077W-B	YJL077W-B	S	0.0
YJL082W	IML2	S	0.00292
YJL083W	TAX4	S	0.00075
YJL084C	ALY2	S	0.00278
YJL089W	SIP4	S	0.00108
YJL091C	GWT1	S	0.0017
YJL093C	TOK1	S	0.00045
YJL097W	PHS1	S	0.0
YJL103C	GSM1	S	0.0023
YJL105W	SET4	S	0.0
YJL107C	YJL107C	S	0.00014
YJL108C	PRM10	S	0.0
YJL112W	MDV1	S	0.0
YJL113W	YJL113W	S	2e-05
YJL114W	YJL114W	S	3e-05
YJL118W	YJL118W	S	0.0
YJL123C	MTC1	S	0.0
YJL128C	PBS2	S	0.0
YJL129C	TRK1	S	0.0
YJL131C	AIM23	S	2e-05
YJL133W	MRS3	S	0.0
YJL134W	LCB3	S	0.0
YJL137C	GLG2	S	0.0
YJL144W	YJL144W	S	3e-05
YJL146W	IDS2	S	3e-05
YJL149W	DAS1	S	0.00133
YJL153C	INO1	S	3e-05
YJL155C	FBP26	S	0.0
YJL156C	SSY5	S	0.0
YJL159W	HSP150	S	0.0
YJL160C	YJL160C	S	0.00017
YJL161W	FMP33	S	3e-05
YJL163C	YJL163C	S	2e-05
YJL165C	HAL5	S	0.00019
YJL167W	ERG20	S	0.0
YJL172W	CPS1	S	6e-05
YJL174W	KRE9	S	0.0
YJL180C	ATP12	S	0.0
YJL185C	ATG36	S	0.0
YJL186W	MNN5	S	0.0
YJL192C	SOP4	S	0.0
YJL193W	YJL193W	S	0.00146
YJL194W	CDC6	S	3e-05
YJL196C	ELO1	S	0.00115
YJL197W	UBP12	S	0.00072
YJL198W	PHO90	S	0.00011
YJL200C	ACO2	S	0.0
YJL204C	RCY1	S	0.00023
YJL207C	LAA1	S	0.00023
YJL208C	NUC1	S	0.00242
YJL214W	HXT8	S	0.0002
YJL217W	REE1	S	0.0031
YJL218W	YJL218W	S	7e-05
YJL219W	HXT9	S	0.0
YJL222W	VTH2	S	0.00122
YJR001W	AVT1	S	0.0
YJR003C	YJR003C	S	0.00037
YJR008W	MHO1	S	0.0
YJR010W	MET3	S	0.0
YJR011C	YJR011C	S	0.0
YJR012C	YJR012C	S	0.0
YJR014W	TMA22	S	0.0
YJR015W	YJR015W	S	0.0
YJR016C	ILV3	S	0.0
YJR019C	TES1	S	1e-05
YJR021C	REC107	S	0.0
YJR025C	BNA1	S	0.0
YJR026W	YJR026W	S	0.0
YJR028W	YJR028W	S	2e-05
YJR031C	GEA1	S	2e-05
YJR032W	CPR7	S	0.0
YJR034W	PET191	S	0.00308
YJR036C	HUL4	S	0.00064
YJR039W	YJR039W	S	0.00129
YJR040W	GEF1	S	0.0
YJR044C	VPS55	S	0.0003
YJR046W	TAH11	S	4e-05
YJR047C	ANB1	S	0.0
YJR048W	CYC1	S	0.00025
YJR049C	UTR1	S	0.00125
YJR051W	OSM1	S	0.00391
YJR055W	HIT1	S	3e-05
YJR056C	YJR056C	S	0.0
YJR057W	CDC8	S	0.0
YJR061W	YJR061W	S	2e-05
YJR062C	NTA1	S	0.00054
YJR067C	YAE1	S	0.0
YJR070C	LIA1	S	0.00011
YJR080C	AIM24	S	0.0
YJR083C	ACF4	S	0.0
YJR085C	YJR085C	S	4e-05
YJR088C	EMC2	S	0.0
YJR091C	JSN1	S	0.0
YJR092W	BUD4	S	0.0
YJR095W	SFC1	S	0.0
YJR096W	YJR096W	S	0.0
YJR097W	JJJ3	S	0.0
YJR099W	YUH1	S	2e-05
YJR100C	AIM25	S	0.0
YJR103W	URA8	S	0.0
YJR105W	ADO1	S	0.0
YJR106W	ECM27	S	0.0
YJR108W	ABM1	S	0.00041
YJR110W	YMR1	S	0.0
YJR118C	ILM1	S	0.0
YJR119C	JHD2	S	0.0
YJR122W	IBA57	S	0.00046
YJR127C	RSF2	S	0.0
YJR130C	STR2	S	0.0
YJR131W	MNS1	S	0.0
YJR132W	NMD5	S	0.00016
YJR134C	SGM1	S	0.0002
YJR136C	TTI2	S	0.0
YJR138W	IML1	S	6e-05
YJR141W	YJR141W	S	0.0
YJR144W	MGM101	S	0.0
YJR147W	HMS2	S	0.00027
YJR148W	BAT2	S	0.00208
YJR152W	DAL5	S	0.0
YJR154W	YJR154W	S	0.00033
YJR158W	HXT16	S	0.0
YJR160C	MPH3	S	0.00371
YJR161C	COS5	S	0.0
YKL001C	MET14	S	0.0
YKL004W	AUR1	S	0.0
YKL005C	BYE1	S	0.0
YKL006C-A	SFT1	S	0.0
YKL007W	CAP1	S	2e-05
YKL008C	LAC1	S	0.0
YKL010C	UFD4	S	0.0
YKL011C	CCE1	S	0.00046
YKL015W	PUT3	S	0.0
YKL020C	SPT23	S	0.00046
YKL023W	YKL023W	S	0.0
YKL026C	GPX1	S	0.0
YKL033W	TTI1	S	0.0
YKL034W	TUL1	S	0.0
YKL035W	UGP1	S	0.0
YKL037W	AIM26	S	0.00057
YKL038W	RGT1	S	0.0
YKL039W	PTM1	S	0.0
YKL040C	NFU1	S	0.0
YKL047W	ANR2	S	0.0
YKL048C	ELM1	S	0.0
YKL050C	YKL050C	S	0.0
YKL053C-A	MDM35	S	0.0
YKL055C	OAR1	S	0.0
YKL056C	TMA19	S	0.0
YKL061W	BLI1	S	0.0
YKL062W	MSN4	S	0.00025
YKL064W	MNR2	S	0.0
YKL067W	YNK1	S	0.0
YKL069W	YKL069W	S	0.0
YKL071W	YKL071W	S	0.0
YKL072W	STB6	S	0.0
YKL073W	LHS1	S	0.00059
YKL075C	YKL075C	S	1e-05
YKL078W	DHR2	S	0.0
YKL082C	RRP14	S	0.0
YKL084W	HOT13	S	0.0
YKL085W	MDH1	S	0.00014
YKL086W	SRX1	S	0.0008
YKL088W	CAB3	S	0.00052
YKL089W	MIF2	S	0.0
YKL090W	CUE2	S	0.0
YKL091C	YKL091C	S	0.0
YKL092C	BUD2	S	0.0
YKL093W	MBR1	S	0.0
YKL094W	YJU3	S	0.0
YKL095W	YJU2	S	0.0
YKL096W-A	CWP2	S	1e-05
YKL098W	MTC2	S	0.0
YKL099C	UTP11	S	0.00024
YKL100C	YPF1	S	1e-05
YKL105C	SEG2	S	1e-05
YKL110C	KTI12	S	0.00012
YKL113C	RAD27	S	0.0
YKL114C	APN1	S	0.0
YKL116C	PRR1	S	0.00027
YKL120W	OAC1	S	0.0
YKL124W	SSH4	S	0.00021
YKL125W	RRN3	S	0.00041
YKL127W	PGM1	S	0.0
YKL128C	PMU1	S	0.0
YKL132C	RMA1	S	0.0
YKL134C	OCT1	S	0.00046
YKL137W	CMC1	S	0.0003
YKL140W	TGL1	S	0.0
YKL142W	MRP8	S	0.0
YKL146W	AVT3	S	0.00117
YKL149C	DBR1	S	5e-05
YKL150W	MCR1	S	0.0
YKL151C	YKL151C	S	0.0
YKL157W	APE2	S	0.00291
YKL159C	RCN1	S	0.0
YKL160W	ELF1	S	0.00171
YKL161C	KDX1	S	0.00546
YKL164C	PIR1	S	0.0007
YKL168C	KKQ8	S	0.0
YKL174C	TPO5	S	7e-05
YKL175W	ZRT3	S	0.0
YKL176C	LST4	S	0.0
YKL178C	STE3	S	0.0
YKL181W	PRS1	S	0.0
YKL183W	LOT5	S	0.0
YKL191W	DPH2	S	0.0
YKL192C	ACP1	S	0.00012
YKL195W	MIA40	S	0.0
YKL197C	PEX1	S	0.0
YKL198C	PTK1	S	0.0
YKL201C	MNN4	S	0.0003
YKL204W	EAP1	S	0.0
YKL205W	LOS1	S	0.0
YKL206C	ADD66	S	0.0
YKL207W	EMC3	S	0.0
YKL209C	STE6	S	6e-05
YKL214C	YRA2	S	0.0
YKL215C	OXP1	S	0.0
YKL216W	URA1	S	0.0
YKL217W	JEN1	S	0.0
YKL219W	COS9	S	6e-05
YKL220C	FRE2	S	0.0
YKL221W	MCH2	S	0.00031
YKR003W	OSH6	S	0.0
YKR009C	FOX2	S	0.0
YKR010C	TOF2	S	0.0
YKR011C	YKR011C	S	0.0
YKR014C	YPT52	S	0.0
YKR015C	YKR015C	S	0.0
YKR018C	YKR018C	S	0.0
YKR019C	IRS4	S	0.0
YKR021W	ALY1	S	2e-05
YKR023W	YKR023W	S	0.00076
YKR024C	DBP7	S	0.0
YKR030W	GMH1	S	0.0
YKR031C	SPO14	S	0.0
YKR034W	DAL80	S	0.0
YKR035W-A	DID2	S	0.0
YKR036C	CAF4	S	0.0
YKR049C	FMP46	S	0.00025
YKR050W	TRK2	S	2e-05
YKR052C	MRS4	S	4e-05
YKR055W	RHO4	S	2e-05
YKR056W	TRM2	S	0.00129
YKR058W	GLG1	S	0.0
YKR060W	UTP30	S	1e-05
YKR064W	OAF3	S	0.0
YKR066C	CCP1	S	0.0
YKR067W	GPT2	S	1e-05
YKR071C	DRE2	S	0.0
YKR072C	SIS2	S	0.00038
YKR076W	ECM4	S	0.0
YKR077W	MSA2	S	4e-05
YKR078W	YKR078W	S	0.0
YKR079C	TRZ1	S	0.0
YKR080W	MTD1	S	0.00259
YKR082W	NUP133	S	0.00107
YKR084C	HBS1	S	0.0
YKR086W	PRP16	S	9e-05
YKR088C	TVP38	S	0.0
YKR089C	TGL4	S	0.0
YKR093W	PTR2	S	0.0
