orf	name	type	betw
YER023W	PRO3	S	0.0
YER024W	YAT2	S	1e-05
YER026C	CHO1	S	5e-05
YER028C	MIG3	S	2e-05
YER031C	YPT31	S	7e-05
YER032W	FIR1	S	2e-05
YER033C	ZRG8	S	2e-05
YER034W	YER034W	S	1e-05
YER035W	EDC2	S	7e-05
YER036C	ARB1	S	1e-05
YER037W	PHM8	S	0.0
YER039C	HVG1	S	4e-05
YER040W	GLN3	S	0.0
YER041W	YEN1	S	0.00011
YER042W	MXR1	S	0.0
YER043C	SAH1	S	1e-05
YER044C	ERG28	S	0.0
YER044C-A	MEI4	S	0.0
YER045C	ACA1	S	1e-05
YER046W	SPO73	S	0.0
YER047C	SAP1	S	1e-05
YER048C	CAJ1	S	0.0
YER049W	TPA1	S	5e-05
YER051W	JHD1	S	0.0
YER052C	HOM3	S	5e-05
YER053C	PIC2	S	1e-05
YER053C-A	YER053C-A	S	0.0
YER054C	GIP2	S	0.0
YER055C	HIS1	S	0.0
YER056C	FCY2	S	3e-05
YER057C	HMF1	S	0.0
YER058W	PET117	S	0.0
YER059W	PCL6	S	1e-05
YER060W	FCY21	S	3e-05
YER060W-A	FCY22	S	6e-05
YER061C	CEM1	S	1e-05
YER062C	GPP2	S	7e-05
YER063W	THO1	S	4e-05
YER064C	VHR2	S	0.0
YER065C	ICL1	S	1e-05
YER066W	RRT13	S	2e-05
YER067W	RGI1	S	2e-05
YER071C	TDA2	S	0.0
YER073W	ALD5	S	0.0
YER074W-A	YOS1	S	2e-05
YER075C	PTP3	S	0.0
YER076C	YER076C	S	3e-05
YER077C	YER077C	S	2e-05
YER078C	ICP55	S	0.0
YER079W	YER079W	S	0.00035
YER080W	AIM9	S	1e-05
YER081W	SER3	S	0.0
YER082C	UTP7	S	1e-05
YER085C	YER085C	S	4e-05
YER086W	ILV1	S	0.0
YER087W	AIM10	S	0.0
YER088C	DOT6	S	0.0
YER089C	PTC2	S	0.00011
YER091C	MET6	S	0.0
YER092W	IES5	S	0.0
YER093C-A	AIM11	S	1e-05
YER095W	RAD51	S	0.0
YER096W	SHC1	S	1e-05
YER098W	UBP9	S	0.0
YER099C	PRS2	S	1e-05
YER100W	UBC6	S	0.0
YER101C	AST2	S	1e-05
YER103W	SSA4	S	0.0
YER104W	RTT105	S	1e-05
YER105C	NUP157	S	0.0
YER107C	GLE2	S	1e-05
YER109C	FLO8	S	2e-05
YER110C	KAP123	S	2e-05
YER113C	TMN3	S	1e-05
YER114C	BOI2	S	0.0
YER115C	SPR6	S	2e-05
YER118C	SHO1	S	0.0
YER119C	AVT6	S	0.0
YER120W	SCS2	S	3e-05
YER121W	YER121W	S	7e-05
YER123W	YCK3	S	1e-05
YER124C	DSE1	S	8e-05
YER126C	NSA2	S	0.0
YER127W	LCP5	S	0.0001
YER128W	VFA1	S	7e-05
YER129W	SAK1	S	1e-05
YER130C	COM2	S	0.0
YER132C	PMD1	S	0.00013
YER134C	YER134C	S	0.00073
YER136W	GDI1	S	0.00023
YER137C	YER137C	S	1e-05
YER137C-A	YER137C-A	S	0.0
YER138C	YER138C	S	5e-05
YER139C	RTR1	S	0.0
YER140W	EMP65	S	1e-05
YER141W	COX15	S	6e-05
YER142C	MAG1	S	4e-05
YER143W	DDI1	S	0.00052
YER144C	UBP5	S	4e-05
YER150W	SPI1	S	1e-05
YER152C	YER152C	S	5e-05
YER153C	PET122	S	0.0
YER154W	OXA1	S	0.0
YER155C	BEM2	S	0.0
YER156C	YER156C	S	0.0
YER158C	YER158C	S	0.0
YER159C-A	YER159C-A	S	0.0
YER160C	YER160C	S	0.0
YER161C	SPT2	S	0.0
YER163C	GCG1	S	0.0
YER165W	PAB1	S	6e-05
YER166W	DNF1	S	0.00013
YER167W	BCK2	S	0.0
YER168C	CCA1	S	0.0
YER169W	RPH1	S	1e-05
YER170W	ADK2	S	0.0
YER174C	GRX4	S	0.0
YER175C	TMT1	S	0.0
YER176W	ECM32	S	0.00011
YER177W	BMH1	S	0.0
YER179W	DMC1	S	0.0
YER180C	ISC10	S	0.0
YER180C-A	SLO1	S	0.0
YER182W	FMP10	S	3e-05
YER183C	FAU1	S	0.0
YER184C	TOG1	S	1e-05
YER185W	PUG1	S	1e-05
YER186C	YER186C	S	3e-05
YER187W	YER187W	S	0.0
YER189W	YER189W	S	8e-05
YER190W	YRF1-2	S	1e-05
YFL001W	DEG1	S	4e-05
YFL002C	SPB4	S	9e-05
YFL002W-A	YFL002W-A	S	2e-05
YFL003C	MSH4	S	1e-05
YFL007W	BLM10	S	0.0
YFL010C	WWM1	S	0.0
YFL010W-A	AUA1	S	0.0
YFL011W	HXT10	S	1e-05
YFL014W	HSP12	S	2e-05
YFL016C	MDJ1	S	0.0
YFL017C	GNA1	S	0.0
YFL020C	PAU5	S	2e-05
YFL021W	GAT1	S	0.0
YFL023W	BUD27	S	7e-05
YFL025C	BST1	S	4e-05
YFL026W	STE2	S	1e-05
YFL027C	GYP8	S	0.0
YFL028C	CAF16	S	1e-05
YFL029C	CAK1	S	0.00011
YFL030W	AGX1	S	0.0
YFL031W	HAC1	S	0.0
YFL033C	RIM15	S	0.0
YFL034W	YFL034W	S	0.0
YFL036W	RPO41	S	2e-05
YFL038C	YPT1	S	0.0
YFL040W	YFL040W	S	0.00363
YFL041W-A	YFL041W-A	S	1e-05
YFL042C	YFL042C	S	1e-05
YFL044C	OTU1	S	8e-05
YFL045C	SEC53	S	0.0
YFL046W	FMP32	S	0.0
YFL047W	RGD2	S	4e-05
YFL048C	EMP47	S	0.0
YFL050C	ALR2	S	1e-05
YFL052W	YFL052W	S	0.0
YFL053W	DAK2	S	0.0
YFL054C	YFL054C	S	0.0
YFL055W	AGP3	S	0.0
YFL058W	THI5	S	0.0
YFL059W	SNZ3	S	1e-05
YFL060C	SNO3	S	6e-05
YFL062W	COS4	S	0.0
YFL064C	YFL064C	S	2e-05
YFL065C	YFL065C	S	2e-05
YFL066C	YFL066C	S	0.0
YFL067W	YFL067W	S	0.0
YFL068W	YFL068W	S	0.0
YFR001W	LOC1	S	0.0
YFR003C	YPI1	S	1e-05
YFR005C	SAD1	S	0.00033
YFR006W	YFR006W	S	0.00011
YFR007W	YFH7	S	3e-05
YFR011C	MIC19	S	1e-05
YFR012W	DCV1	S	0.0
YFR014C	CMK1	S	0.0
YFR015C	GSY1	S	0.0
YFR016C	YFR016C	S	0.0
YFR017C	IGD1	S	0.0
YFR018C	YFR018C	S	0.0
YFR019W	FAB1	S	0.0
YFR021W	ATG18	S	0.0
YFR022W	ROG3	S	0.0
YFR023W	PES4	S	0.0
YFR024C-A	LSB3	S	0.0
YFR025C	HIS2	S	0.0
YFR026C	ULI1	S	0.0
YFR027W	ECO1	S	0.0
YFR029W	PTR3	S	0.0
YFR032C	RRT5	S	0.0
YFR032C-B	YFR032C-B	S	0.0
YFR034C	PHO4	S	0.0
YFR035C	YFR035C	S	0.0
YFR038W	IRC5	S	2e-05
YFR039C	OSW7	S	0.0
YFR041C	ERJ5	S	0.0
YFR042W	KEG1	S	0.0
YFR043C	IRC6	S	3e-05
YFR045W	YFR045W	S	1e-05
YFR046C	CNN1	S	8e-05
YFR047C	BNA6	S	0.0
YFR048W	RMD8	S	0.0
YFR053C	HXK1	S	0.0
YFR055W	IRC7	S	1e-05
YFR057W	YFR057W	S	1e-05
YGL001C	ERG26	S	0.0
YGL002W	ERP6	S	0.0
YGL004C	RPN14	S	1e-05
YGL006W	PMC1	S	0.0
YGL008C	PMA1	S	6e-05
YGL009C	LEU1	S	0.0
YGL010W	MPO1	S	0.0
YGL012W	ERG4	S	2e-05
YGL013C	PDR1	S	0.0
YGL014W	PUF4	S	1e-05
YGL015C	YGL015C	S	0.0
YGL016W	KAP122	S	0.0
YGL017W	ATE1	S	0.0
YGL018C	JAC1	S	0.0
YGL021W	ALK1	S	0.0
YGL023C	PIB2	S	0.0
YGL026C	TRP5	S	0.0
YGL027C	CWH41	S	0.0
YGL028C	SCW11	S	0.0
YGL029W	CGR1	S	0.0
YGL032C	AGA2	S	0.0
YGL035C	MIG1	S	0.0
YGL036W	YGL036W	S	0.0
YGL037C	PNC1	S	0.0
YGL038C	OCH1	S	0.0
YGL039W	YGL039W	S	0.0
YGL040C	HEM2	S	0.0
YGL041W-A	YGL041W-A	S	0.0
YGL043W	DST1	S	0.0
YGL045W	RIM8	S	0.0
YGL049C	TIF4632	S	0.0
YGL050W	TYW3	S	0.0
YGL053W	PRM8	S	2e-05
YGL054C	ERV14	S	0.0
YGL055W	OLE1	S	0.0
YGL056C	SDS23	S	0.0
YGL057C	GEP7	S	0.0
YGL059W	PKP2	S	0.0
YGL060W	YBP2	S	0.0
YGL062W	PYC1	S	0.0
YGL063W	PUS2	S	0.0
YGL064C	MRH4	S	2e-05
YGL065C	ALG2	S	0.0
YGL067W	NPY1	S	5e-05
YGL071W	AFT1	S	5e-05
YGL073W	HSF1	S	4e-05
YGL077C	HNM1	S	1e-05
YGL078C	DBP3	S	3e-05
YGL079W	KXD1	S	0.0
YGL080W	MPC1	S	0.00013
YGL081W	YGL081W	S	3e-05
YGL082W	YGL082W	S	2e-05
YGL083W	SCY1	S	9e-05
YGL084C	GUP1	S	0.0001
YGL085W	LCL3	S	3e-05
YGL089C	MF(ALPHA)2	S	0.0
YGL091C	NBP35	S	0.0
YGL093W	SPC105	S	0.0
YGL095C	VPS45	S	0.0
YGL096W	TOS8	S	9e-05
YGL097W	SRM1	S	0.0
YGL099W	LSG1	S	1e-05
YGL101W	YGL101W	S	1e-05
YGL104C	VPS73	S	0.0
YGL106W	MLC1	S	0.0
YGL107C	RMD9	S	3e-05
YGL108C	YGL108C	S	1e-05
YGL110C	CUE3	S	0.0
YGL111W	NSA1	S	0.0
YGL113W	SLD3	S	5e-05
YGL114W	YGL114W	S	0.0
YGL117W	YGL117W	S	4e-05
YGL119W	COQ8	S	0.00014
YGL121C	GPG1	S	5e-05
YGL122C	NAB2	S	0.0
YGL125W	MET13	S	0.0
YGL126W	SCS3	S	0.0
YGL128C	CWC23	S	0.0
YGL131C	SNT2	S	0.0
YGL136C	MRM2	S	0.0
YGL138C	YGL138C	S	0.0
YGL139W	FLC3	S	0.0
YGL140C	YGL140C	S	0.0
YGL141W	HUL5	S	0.0
YGL142C	GPI10	S	1e-05
YGL143C	MRF1	S	1e-05
YGL144C	ROG1	S	0.0
YGL146C	RRT6	S	0.0
YGL148W	ARO2	S	3e-05
YGL154C	LYS5	S	1e-05
YGL156W	AMS1	S	0.0
YGL157W	ARI1	S	1e-05
YGL158W	RCK1	S	0.0
YGL159W	YGL159W	S	0.0
YGL160W	AIM14	S	0.0
YGL161C	YIP5	S	0.0
YGL162W	SUT1	S	1e-05
YGL163C	RAD54	S	0.0
YGL164C	YRB30	S	3e-05
YGL166W	CUP2	S	0.0
YGL167C	PMR1	S	0.0
YGL168W	HUR1	S	1e-05
YGL169W	SUA5	S	1e-05
YGL170C	SPO74	S	0.0
YGL171W	ROK1	S	0.0
YGL173C	XRN1	S	0.0
YGL175C	SAE2	S	0.0
YGL176C	YGL176C	S	0.0
YGL178W	MPT5	S	0.0
YGL179C	TOS3	S	5e-05
YGL180W	ATG1	S	3e-05
YGL181W	GTS1	S	0.0001
YGL184C	STR3	S	2e-05
YGL185C	YGL185C	S	0.0
YGL186C	TPN1	S	0.0
YGL188C-A	YGL188C-A	S	0.00011
YGL192W	IME4	S	0.0
YGL193C	YGL193C	S	3e-05
YGL194C-A	YGL194C-A	S	2e-05
YGL196W	DSD1	S	6e-05
YGL197W	MDS3	S	3e-05
YGL198W	YIP4	S	5e-05
YGL202W	ARO8	S	0.0
YGL203C	KEX1	S	1e-05
YGL205W	POX1	S	4e-05
YGL209W	MIG2	S	0.00011
YGL210W	YPT32	S	1e-05
YGL211W	NCS6	S	0.0
YGL215W	CLG1	S	2e-05
YGL216W	KIP3	S	3e-05
YGL219C	MDM34	S	3e-05
YGL220W	FRA2	S	0.0
YGL221C	NIF3	S	3e-05
YGL222C	EDC1	S	2e-05
YGL224C	SDT1	S	1e-05
YGL225W	VRG4	S	0.00012
YGL226W	MTC3	S	7e-05
YGL228W	SHE10	S	1e-05
YGL229C	SAP4	S	0.0
YGL230C	YGL230C	S	0.0
YGL231C	EMC4	S	1e-05
YGL232W	TAN1	S	0.0
YGL234W	ADE5,7	S	7e-05
YGL235W	YGL235W	S	1e-05
YGL238W	CSE1	S	0.00025
YGL241W	KAP114	S	0.0
YGL242C	YGL242C	S	0.0
YGL243W	TAD1	S	0.0001
YGL247W	BRR6	S	2e-05
YGL248W	PDE1	S	1e-05
YGL250W	RMR1	S	0.0
YGL251C	HFM1	S	0.0
YGL253W	HXK2	S	9e-05
YGL254W	FZF1	S	3e-05
YGL255W	ZRT1	S	0.0
YGL256W	ADH4	S	4e-05
YGL257C	MNT2	S	0.0
YGL258W	VEL1	S	0.0
YGL258W-A	YGL258W-A	S	0.0
YGL259W	YPS5	S	1e-05
YGL261C	PAU11	S	0.00022
YGL262W	YGL262W	S	0.0
YGL263W	COS12	S	0.00013
YGR001C	EFM5	S	0.0
YGR004W	PEX31	S	2e-05
YGR007W	ECT1	S	0.0
YGR010W	NMA2	S	0.0
YGR012W	YGR012W	S	1e-05
YGR014W	MSB2	S	0.00012
YGR015C	YGR015C	S	0.00014
YGR016W	YGR016W	S	0.00013
YGR017W	YGR017W	S	3e-05
YGR019W	UGA1	S	2e-05
YGR021W	YGR021W	S	1e-05
YGR023W	MTL1	S	0.00015
YGR024C	THG1	S	4e-05
YGR026W	YGR026W	S	1e-05
YGR027W-A	YGR027W-A	S	1e-05
YGR027W-B	YGR027W-B	S	0.0
YGR028W	MSP1	S	0.0
YGR029W	ERV1	S	0.0
YGR031W	IMO32	S	1e-05
YGR035C	YGR035C	S	0.0
YGR036C	CAX4	S	0.0
YGR037C	ACB1	S	0.0
YGR038C-A	YGR038C-A	S	0.0
YGR038C-B	YGR038C-B	S	1e-05
YGR038W	ORM1	S	0.0
YGR040W	KSS1	S	3e-05
YGR041W	BUD9	S	5e-05
YGR042W	YGR042W	S	2e-05
YGR043C	NQM1	S	0.0
YGR044C	RME1	S	2e-05
YGR046W	TAM41	S	0.0
YGR049W	SCM4	S	0.0
YGR052W	FMP48	S	0.0
YGR053C	YGR053C	S	0.0
YGR054W	YGR054W	S	0.0
YGR055W	MUP1	S	0.0
YGR057C	LST7	S	8e-05
YGR058W	PEF1	S	9e-05
YGR059W	SPR3	S	0.0
YGR060W	ERG25	S	0.0
YGR061C	ADE6	S	0.0
YGR062C	COX18	S	0.0
YGR065C	VHT1	S	1e-05
YGR066C	YGR066C	S	2e-05
YGR067C	YGR067C	S	0.0
YGR068C	ART5	S	1e-05
YGR070W	ROM1	S	0.00011
YGR071C	ENV11	S	1e-05
YGR077C	PEX8	S	0.0
YGR079W	YGR079W	S	0.0
YGR080W	TWF1	S	0.0
YGR081C	SLX9	S	1e-05
YGR087C	PDC6	S	0.0
YGR088W	CTT1	S	2e-05
YGR089W	NNF2	S	1e-05
YGR093W	DRN1	S	5e-05
YGR094W	VAS1	S	0.0
YGR096W	TPC1	S	0.00011
YGR097W	ASK10	S	0.0
YGR099W	TEL2	S	0.0
YGR100W	MDR1	S	3e-05
YGR101W	PCP1	S	1e-05
YGR102C	GTF1	S	0.0
YGR103W	NOP7	S	7e-05
YGR105W	VMA21	S	0.0
YGR106C	VOA1	S	1e-05
YGR109W-A	YGR109W-A	S	0.0
YGR109W-B	YGR109W-B	S	0.0
YGR110W	CLD1	S	0.0
YGR111W	YGR111W	S	1e-05
YGR112W	SHY1	S	1e-05
YGR116W	SPT6	S	0.0
YGR117C	YGR117C	S	0.0
YGR121C	MEP1	S	0.0
YGR122W	YGR122W	S	1e-05
YGR123C	PPT1	S	0.0
YGR124W	ASN2	S	0.0
YGR125W	YGR125W	S	0.0
YGR126W	YGR126W	S	0.0
YGR127W	YGR127W	S	0.0
YGR130C	YGR130C	S	0.0
YGR131W	FHN1	S	0.0
YGR133W	PEX4	S	0.0
YGR136W	LSB1	S	0.0
YGR138C	TPO2	S	0.0
YGR141W	VPS62	S	0.0
YGR142W	BTN2	S	0.0
YGR143W	SKN1	S	0.0
YGR144W	THI4	S	1e-05
YGR145W	ENP2	S	0.0
YGR146C	ECL1	S	0.0
YGR147C	NAT2	S	0.0
YGR149W	YGR149W	S	0.0
YGR150C	CCM1	S	0.0
YGR152C	RSR1	S	2e-05
YGR153W	YGR153W	S	1e-05
YGR154C	GTO1	S	0.0
YGR155W	CYS4	S	1e-05
YGR157W	CHO2	S	2e-05
YGR159C	NSR1	S	9e-05
YGR161C	RTS3	S	1e-05
YGR161C-C	YGR161C-C	S	0.0
YGR161C-D	YGR161C-D	S	9e-05
YGR161W-B	YGR161W-B	S	1e-05
YGR161W-C	YGR161W-C	S	0.0
YGR168C	YGR168C	S	0.0
YGR169C	PUS6	S	8e-05
YGR169C-A	LSO2	S	0.0
YGR170W	PSD2	S	0.0
YGR171C	MSM1	S	0.0
YGR172C	YIP1	S	0.0
YGR173W	RBG2	S	0.0
YGR174C	CBP4	S	0.0
YGR174W-A	YGR174W-A	S	4e-05
YGR175C	ERG1	S	0.0
YGR177C	ATF2	S	0.0
YGR184C	UBR1	S	2e-05
YGR185C	TYS1	S	1e-05
YGR187C	HGH1	S	0.0
YGR189C	CRH1	S	3e-05
YGR191W	HIP1	S	0.0
YGR192C	TDH3	S	0.0
YGR194C	XKS1	S	2e-05
YGR196C	FYV8	S	0.0
YGR197C	SNG1	S	0.0
YGR198W	YPP1	S	2e-05
YGR199W	PMT6	S	0.0
YGR201C	YGR201C	S	1e-05
YGR202C	PCT1	S	4e-05
YGR203W	YCH1	S	1e-05
YGR204C-A	YGR204C-A	S	4e-05
YGR204W	ADE3	S	2e-05
YGR205W	TDA10	S	0.0
YGR207C	CIR1	S	0.0
YGR208W	SER2	S	0.0
YGR209C	TRX2	S	2e-05
YGR210C	YGR210C	S	6e-05
YGR211W	ZPR1	S	4e-05
YGR212W	SLI1	S	1e-05
YGR213C	RTA1	S	0.0
YGR217W	CCH1	S	1e-05
YGR218W	CRM1	S	1e-05
YGR221C	TOS2	S	0.0
YGR222W	PET54	S	0.0
YGR223C	HSV2	S	3e-05
YGR224W	AZR1	S	1e-05
YGR225W	AMA1	S	3e-05
YGR227W	DIE2	S	1e-05
YGR229C	SMI1	S	1e-05
YGR230W	BNS1	S	1e-05
YGR233C	PHO81	S	1e-05
YGR234W	YHB1	S	0.0
YGR235C	MIC26	S	2e-05
YGR236C	SPG1	S	0.0
YGR237C	YGR237C	S	0.0
YGR239C	PEX21	S	0.0
YGR240C-A	YGR240C-A	S	0.0
YGR241C	YAP1802	S	0.0
YGR243W	MPC3	S	0.0
YGR245C	SDA1	S	0.0
YGR247W	CPD1	S	0.0
YGR248W	SOL4	S	2e-05
YGR249W	MGA1	S	1e-05
YGR250C	YGR250C	S	0.0
YGR251W	NOP19	S	1e-05
YGR254W	ENO1	S	0.0
YGR255C	COQ6	S	0.0
YGR256W	GND2	S	0.0
YGR257C	MTM1	S	0.0
YGR260W	TNA1	S	0.0
YGR263C	SAY1	S	0.0
YGR266W	YGR266W	S	0.0
YGR267C	FOL2	S	2e-05
YGR268C	HUA1	S	0.0
YGR270W	YTA7	S	4e-05
YGR271C-A	EFG1	S	0.0
YGR271W	SLH1	S	7e-05
YGR273C	YGR273C	S	3e-05
YGR276C	RNH70	S	3e-05
YGR277C	CAB4	S	4e-05
YGR278W	CWC22	S	6e-05
YGR279C	SCW4	S	0.0
YGR280C	PXR1	S	0.0
YGR281W	YOR1	S	1e-05
YGR282C	BGL2	S	1e-05
YGR283C	YGR283C	S	0.0
YGR284C	ERV29	S	0.0
YGR286C	BIO2	S	1e-05
YGR287C	IMA1	S	1e-05
YGR288W	MAL13	S	0.0
YGR289C	MAL11	S	0.0
YGR292W	MAL12	S	0.0
YGR294W	PAU12	S	5e-05
YGR295C	COS6	S	0.0
YGR296W	YRF1-3	S	6e-05
YHL003C	LAG1	S	0.0
YHL006C	SHU1	S	1e-05
YHL008C	YHL008C	S	0.0
YHL009C	YAP3	S	1e-05
YHL009W-A	YHL009W-A	S	3e-05
YHL009W-B	YHL009W-B	S	1e-05
YHL010C	ETP1	S	2e-05
YHL011C	PRS3	S	6e-05
YHL012W	YHL012W	S	0.0
YHL013C	OTU2	S	4e-05
YHL014C	YLF2	S	0.0
YHL016C	DUR3	S	1e-05
YHL017W	YHL017W	S	0.0
YHL018W	YHL018W	S	1e-05
YHL020C	OPI1	S	0.0
YHL021C	AIM17	S	1e-05
YHL023C	NPR3	S	5e-05
YHL024W	RIM4	S	0.0
YHL026C	YHL026C	S	3e-05
YHL027W	RIM101	S	1e-05
YHL028W	WSC4	S	0.0
YHL031C	GOS1	S	1e-05
YHL032C	GUT1	S	0.0
YHL034C	SBP1	S	2e-05
YHL035C	VMR1	S	1e-05
YHL036W	MUP3	S	0.0
YHL038C	CBP2	S	1e-05
YHL039W	EFM1	S	0.0
YHL040C	ARN1	S	0.0
YHL042W	YHL042W	S	0.0
YHL043W	ECM34	S	2e-05
YHL044W	YHL044W	S	0.0001
YHL046C	PAU13	S	0.0
YHL047C	ARN2	S	0.0
YHL048C-A	YHL048C-A	S	0.0
YHL048W	COS8	S	0.0
YHL049C	YHL049C	S	0.0
YHL050C	YHL050C	S	1e-05
YHR001W	OSH7	S	0.0
YHR002W	LEU5	S	2e-05
YHR003C	TCD1	S	0.0
YHR006W	STP2	S	0.0
YHR007C	ERG11	S	0.0
YHR007C-A	YHR007C-A	S	0.0
YHR008C	SOD2	S	0.0
YHR009C	TDA3	S	1e-05
YHR011W	DIA4	S	7e-05
YHR014W	SPO13	S	0.00015
YHR015W	MIP6	S	3e-05
YHR016C	YSC84	S	0.0
YHR017W	YSC83	S	4e-05
YHR018C	ARG4	S	1e-05
YHR019C	DED81	S	0.0
YHR020W	YHR020W	S	1e-05
YHR021W-A	ECM12	S	0.0
YHR022C	YHR022C	S	3e-05
YHR023W	MYO1	S	0.0
YHR025W	THR1	S	0.0
YHR028C	DAP2	S	0.0
YHR029C	YHI9	S	0.0
YHR030C	SLT2	S	0.0
YHR031C	RRM3	S	0.0
YHR032W	ERC1	S	0.0
YHR033W	YHR033W	S	0.0
YHR034C	PIH1	S	0.0
YHR035W	NEL1	S	7e-05
YHR036W	BRL1	S	0.0
YHR037W	PUT2	S	2e-05
YHR038W	RRF1	S	1e-05
YHR039C	MSC7	S	0.0
YHR040W	BCD1	S	0.0
YHR042W	NCP1	S	2e-05
YHR043C	DOG2	S	1e-05
YHR044C	DOG1	S	0.0
YHR045W	YHR045W	S	0.0
YHR046C	INM1	S	0.0
YHR047C	AAP1	S	0.0
YHR048W	YHK8	S	0.0
YHR049W	FSH1	S	0.0
YHR050W	SMF2	S	0.0
YHR050W-A	YHR050W-A	S	0.0
YHR052W	CIC1	S	0.0
YHR053C	CUP1-1	S	0.0
YHR054C	YHR054C	S	1e-05
YHR055C	CUP1-2	S	0.0
YHR057C	CPR2	S	1e-05
YHR059W	FYV4	S	0.0
YHR061C	GIC1	S	0.0
YHR063C	PAN5	S	1e-05
YHR065C	RRP3	S	0.0
YHR066W	SSF1	S	0.0
YHR067W	HTD2	S	0.0
YHR068W	DYS1	S	0.0
YHR070W	TRM5	S	0.0
YHR071W	PCL5	S	0.0
YHR072W	ERG7	S	0.0
YHR072W-A	NOP10	S	8e-05
YHR073W	OSH3	S	0.0
YHR074W	QNS1	S	0.0
YHR076W	PTC7	S	0.0
YHR078W	YHR078W	S	0.0
YHR079C	IRE1	S	0.00015
YHR080C	YHR080C	S	2e-05
YHR082C	KSP1	S	0.0
YHR087W	RTC3	S	0.0
YHR088W	RPF1	S	0.0
YHR089C	GAR1	S	2e-05
YHR091C	MSR1	S	1e-05
YHR092C	HXT4	S	1e-05
YHR094C	HXT1	S	0.0
YHR096C	HXT5	S	0.0
YHR097C	YHR097C	S	0.0
YHR100C	GEP4	S	2e-05
YHR101C	BIG1	S	1e-05
YHR103W	SBE22	S	1e-05
YHR104W	GRE3	S	1e-05
YHR105W	YPT35	S	1e-05
YHR106W	TRR2	S	0.0
YHR107C	CDC12	S	4e-05
YHR108W	GGA2	S	1e-05
YHR109W	CTM1	S	0.0
YHR110W	ERP5	S	0.0
YHR111W	UBA4	S	0.0
YHR112C	YHR112C	S	2e-05
YHR113W	APE4	S	9e-05
YHR114W	BZZ1	S	0.0
YHR115C	DMA1	S	0.0
YHR116W	COX23	S	0.0
YHR117W	TOM71	S	1e-05
YHR120W	MSH1	S	0.0
YHR121W	LSM12	S	2e-05
YHR122W	CIA2	S	0.0
YHR123W	EPT1	S	3e-05
YHR124W	NDT80	S	0.0
YHR127W	YHR127W	S	0.0
YHR128W	FUR1	S	1e-05
YHR131C	YHR131C	S	1e-05
YHR132C	ECM14	S	0.0
YHR132W-A	IGO2	S	0.0
YHR133C	NSG1	S	1e-05
YHR134W	WSS1	S	0.0
YHR135C	YCK1	S	0.0
YHR136C	SPL2	S	0.0
YHR137W	ARO9	S	0.0
YHR138C	YHR138C	S	1e-05
YHR139C	SPS100	S	1e-05
YHR140W	YHR140W	S	0.0
YHR142W	CHS7	S	0.0
YHR143W	DSE2	S	0.0
YHR144C	DCD1	S	0.0
YHR146W	CRP1	S	0.0
YHR148W	IMP3	S	0.0
YHR149C	SKG6	S	2e-05
YHR150W	PEX28	S	3e-05
YHR151C	MTC6	S	0.0
YHR152W	SPO12	S	0.0
YHR153C	SPO16	S	0.0
YHR154W	RTT107	S	0.0
YHR155W	YSP1	S	0.0
YHR159W	TDA11	S	0.0
YHR160C	PEX18	S	0.0
YHR161C	YAP1801	S	2e-05
YHR162W	MPC2	S	3e-05
YHR163W	SOL3	S	0.0
YHR164C	DNA2	S	0.0
YHR168W	MTG2	S	1e-05
YHR169W	DBP8	S	2e-05
YHR170W	NMD3	S	0.0
YHR171W	ATG7	S	0.0
YHR174W	ENO2	S	0.0
YHR175W	CTR2	S	1e-05
YHR175W-A	YHR175W-A	S	0.0
YHR176W	FMO1	S	0.0
YHR177W	YHR177W	S	0.0
YHR178W	STB5	S	0.0
YHR179W	OYE2	S	0.0
YHR181W	SVP26	S	4e-05
YHR182W	YHR182W	S	0.0
YHR183W	GND1	S	0.0
YHR184W	SSP1	S	0.0
YHR185C	PFS1	S	0.0
YHR189W	PTH1	S	0.0
YHR190W	ERG9	S	0.0
YHR192W	LNP1	S	1e-05
YHR194W	MDM31	S	0.0
YHR198C	AIM18	S	0.0
YHR199C	AIM46	S	0.0
YHR199C-A	NBL1	S	0.0
YHR201C	PPX1	S	2e-05
YHR202W	YHR202W	S	0.0
YHR204W	MNL1	S	0.0
YHR205W	SCH9	S	0.0
YHR206W	SKN7	S	1e-05
YHR207C	SET5	S	0.0
YHR208W	BAT1	S	0.0
YHR209W	CRG1	S	0.0
YHR210C	YHR210C	S	0.0
YHR211W	FLO5	S	0.0
YHR213W	YHR213W	S	0.0
YHR213W-A	YHR213W-A	S	0.0
YHR214C-B	YHR214C-B	S	1e-05
YHR214C-C	YHR214C-C	S	0.0
YHR214W	YHR214W	S	0.0
YHR215W	PHO12	S	1e-05
YHR216W	IMD2	S	0.0
YHR218W	YHR218W	S	1e-05
YHR219W	YHR219W	S	2e-05
YIL001W	YIL001W	S	0.0
YIL002C	INP51	S	0.0
YIL002W-A	YIL002W-A	S	0.0
YIL003W	CFD1	S	0.0
YIL004C	BET1	S	0.0
YIL005W	EPS1	S	0.0
YIL006W	YIA6	S	0.0
YIL007C	NAS2	S	0.0
YIL008W	URM1	S	1e-05
YIL009W	FAA3	S	0.0
YIL010W	DOT5	S	0.0
YIL011W	TIR3	S	4e-05
YIL013C	PDR11	S	0.0
YIL014C-A	YIL014C-A	S	0.0
