orf	name	type	betw
YBR219C	YBR219C	S	1e-05
YBR220C	YBR220C	S	1e-05
YBR222C	PCS60	S	0.00043
YBR223C	TDP1	S	1e-05
YBR225W	YBR225W	S	5e-05
YBR227C	MCX1	S	1e-05
YBR230C	OM14	S	0.0
YBR230W-A	YBR230W-A	S	0.0
YBR233W	PBP2	S	0.0
YBR235W	VHC1	S	7e-05
YBR236C	ABD1	S	4e-05
YBR237W	PRP5	S	0.0
YBR238C	YBR238C	S	6e-05
YBR239C	ERT1	S	4e-05
YBR240C	THI2	S	0.0
YBR241C	YBR241C	S	0.00016
YBR242W	YBR242W	S	0.00017
YBR243C	ALG7	S	0.0
YBR244W	GPX2	S	0.0
YBR246W	RRT2	S	0.00019
YBR247C	ENP1	S	0.0
YBR248C	HIS7	S	0.0
YBR249C	ARO4	S	0.0
YBR250W	SPO23	S	0.0
YBR252W	DUT1	S	0.00014
YBR255C-A	YBR255C-A	S	0.00188
YBR255W	MTC4	S	0.0
YBR256C	RIB5	S	0.0
YBR259W	YBR259W	S	0.0
YBR260C	RGD1	S	0.0
YBR261C	TAE1	S	0.0
YBR262C	MIC12	S	0.00019
YBR263W	SHM1	S	1e-05
YBR264C	YPT10	S	4e-05
YBR265W	TSC10	S	0.00047
YBR267W	REI1	S	6e-05
YBR269C	SDH8	S	0.00021
YBR270C	BIT2	S	5e-05
YBR271W	EFM2	S	3e-05
YBR272C	HSM3	S	2e-05
YBR273C	UBX7	S	0.0
YBR274W	CHK1	S	9e-05
YBR275C	RIF1	S	0.0
YBR276C	PPS1	S	0.0
YBR280C	SAF1	S	0.0
YBR284W	YBR284W	S	0.00073
YBR285W	YBR285W	S	0.00155
YBR286W	APE3	S	0.00033
YBR287W	YBR287W	S	0.0003
YBR290W	BSD2	S	8e-05
YBR291C	CTP1	S	7e-05
YBR293W	VBA2	S	0.00024
YBR295W	PCA1	S	0.00041
YBR296C	PHO89	S	9e-05
YBR296C-A	YBR296C-A	S	1e-05
YBR297W	MAL33	S	2e-05
YBR298C	MAL31	S	0.00035
YBR298C-A	YBR298C-A	S	2e-05
YBR299W	MAL32	S	3e-05
YBR301W	PAU24	S	9e-05
YCL001W	RER1	S	0.0
YCL001W-B	YCL001W-B	S	1e-05
YCL002C	YCL002C	S	0.00016
YCL004W	PGS1	S	1e-05
YCL005W	LDB16	S	0.00105
YCL005W-A	VMA9	S	0.00107
YCL011C	GBP2	S	7e-05
YCL012C	YCL012C	S	1e-05
YCL014W	BUD3	S	1e-05
YCL018W	LEU2	S	0.00034
YCL019W	YCL019W	S	0.00018
YCL020W	YCL020W	S	0.00451
YCL021W-A	YCL021W-A	S	0.0
YCL024W	KCC4	S	0.0
YCL025C	AGP1	S	5e-05
YCL026C-A	FRM2	S	9e-05
YCL026C-B	HBN1	S	0.0001
YCL027W	FUS1	S	0.0
YCL028W	RNQ1	S	0.00056
YCL029C	BIK1	S	1e-05
YCL030C	HIS4	S	1e-05
YCL032W	STE50	S	2e-05
YCL033C	MXR2	S	0.0
YCL034W	LSB5	S	6e-05
YCL035C	GRX1	S	0.0
YCL036W	GFD2	S	0.00011
YCL038C	ATG22	S	0.00025
YCL040W	GLK1	S	8e-05
YCL042W	YCL042W	S	0.00324
YCL043C	PDI1	S	0.00013
YCL045C	EMC1	S	0.00029
YCL047C	POF1	S	6e-05
YCL048W	SPS22	S	0.00043
YCL048W-A	YCL048W-A	S	1e-05
YCL049C	YCL049C	S	5e-05
YCL050C	APA1	S	1e-05
YCL051W	LRE1	S	6e-05
YCL052C	PBN1	S	0.0001
YCL054W	SPB1	S	0.00033
YCL055W	KAR4	S	2e-05
YCL056C	PEX34	S	0.0
YCL057C-A	MIC10	S	0.00041
YCL057W	PRD1	S	1e-05
YCL058C	FYV5	S	2e-05
YCL058W-A	ADF1	S	6e-05
YCL059C	KRR1	S	2e-05
YCL063W	VAC17	S	2e-05
YCL064C	CHA1	S	4e-05
YCL066W	HMLALPHA1	S	0.00039
YCL067C	HMLALPHA2	S	0.0
YCL068C	YCL068C	S	0.00072
YCL069W	VBA3	S	3e-05
YCL073C	GEX1	S	1e-05
YCR002C	CDC10	S	0.00026
YCR004C	YCP4	S	2e-05
YCR005C	CIT2	S	5e-05
YCR007C	YCR007C	S	2e-05
YCR008W	SAT4	S	1e-05
YCR010C	ADY2	S	1e-05
YCR011C	ADP1	S	2e-05
YCR012W	PGK1	S	5e-05
YCR014C	POL4	S	1e-05
YCR015C	YCR015C	S	0.00016
YCR016W	YCR016W	S	1e-05
YCR017C	CWH43	S	2e-05
YCR018C	SRD1	S	5e-05
YCR019W	MAK32	S	1e-05
YCR020C	PET18	S	0.00093
YCR021C	HSP30	S	0.0
YCR023C	YCR023C	S	5e-05
YCR024C	SLM5	S	1e-05
YCR024C-A	PMP1	S	9e-05
YCR024C-B	YCR024C-B	S	0.00011
YCR026C	NPP1	S	0.0
YCR027C	RHB1	S	0.00044
YCR028C	FEN2	S	8e-05
YCR028C-A	RIM1	S	6e-05
YCR030C	SYP1	S	0.0
YCR032W	BPH1	S	0.00076
YCR034W	ELO2	S	5e-05
YCR036W	RBK1	S	1e-05
YCR037C	PHO87	S	0.00012
YCR038C	BUD5	S	6e-05
YCR039C	MATALPHA2	S	1e-05
YCR040W	MATALPHA1	S	4e-05
YCR043C	YCR043C	S	0.0
YCR044C	PER1	S	1e-05
YCR045C	RRT12	S	1e-05
YCR047C	BUD23	S	1e-05
YCR048W	ARE1	S	0.0
YCR050C	YCR050C	S	7e-05
YCR051W	YCR051W	S	0.0
YCR053W	THR4	S	0.00069
YCR054C	CTR86	S	3e-05
YCR059C	YIH1	S	0.00056
YCR060W	TAH1	S	0.0
YCR061W	YCR061W	S	0.0
YCR063W	BUD31	S	7e-05
YCR065W	HCM1	S	1e-05
YCR067C	SED4	S	8e-05
YCR068W	ATG15	S	0.00017
YCR069W	CPR4	S	0.0
YCR072C	RSA4	S	1e-05
YCR073C	SSK22	S	2e-05
YCR073W-A	SOL2	S	1e-05
YCR075C	ERS1	S	0.0
YCR075W-A	YCR075W-A	S	0.0
YCR076C	FUB1	S	0.0
YCR077C	PAT1	S	7e-05
YCR079W	PTC6	S	1e-05
YCR082W	AHC2	S	0.00197
YCR083W	TRX3	S	0.0
YCR087C-A	YCR087C-A	S	1e-05
YCR088W	ABP1	S	0.0
YCR089W	FIG2	S	0.0
YCR090C	YCR090C	S	0.00018
YCR091W	KIN82	S	1e-05
YCR094W	CDC50	S	1e-05
YCR096C	HMRA2	S	0.00114
YCR097W	HMRA1	S	0.0
YCR098C	GIT1	S	0.0
YCR099C	YCR099C	S	0.0001
YCR100C	YCR100C	S	0.00046
YCR101C	YCR101C	S	0.00124
YCR102C	YCR102C	S	7e-05
YCR104W	PAU3	S	0.00091
YCR105W	ADH7	S	2e-05
YCR106W	RDS1	S	3e-05
YCR107W	AAD3	S	2e-05
YDL001W	RMD1	S	0.0
YDL006W	PTC1	S	5e-05
YDL010W	GRX6	S	0.00023
YDL012C	YDL012C	S	4e-05
YDL015C	TSC13	S	2e-05
YDL018C	ERP3	S	0.0
YDL019C	OSH2	S	0.0
YDL020C	RPN4	S	1e-05
YDL021W	GPM2	S	1e-05
YDL022W	GPD1	S	0.0001
YDL024C	DIA3	S	1e-05
YDL025C	RTK1	S	6e-05
YDL027C	YDL027C	S	0.00015
YDL028C	MPS1	S	0.00018
YDL031W	DBP10	S	3e-05
YDL033C	SLM3	S	6e-05
YDL035C	GPR1	S	6e-05
YDL036C	PUS9	S	1e-05
YDL037C	BSC1	S	0.00017
YDL039C	PRM7	S	0.0
YDL044C	MTF2	S	0.0
YDL045C	FAD1	S	0.0
YDL046W	NPC2	S	1e-05
YDL048C	STP4	S	0.0
YDL049C	KNH1	S	0.0
YDL051W	LHP1	S	0.00014
YDL052C	SLC1	S	0.0
YDL053C	PBP4	S	8e-05
YDL054C	MCH1	S	0.00013
YDL055C	PSA1	S	0.0
YDL057W	YDL057W	S	1e-05
YDL058W	USO1	S	0.00013
YDL059C	RAD59	S	4e-05
YDL060W	TSR1	S	2e-05
YDL063C	SYO1	S	1e-05
YDL064W	UBC9	S	3e-05
YDL065C	PEX19	S	0.00011
YDL066W	IDP1	S	0.0
YDL069C	CBS1	S	0.0
YDL070W	BDF2	S	0.0
YDL072C	YET3	S	0.00012
YDL073W	YDL073W	S	0.0
YDL078C	MDH3	S	2e-05
YDL079C	MRK1	S	6e-05
YDL080C	THI3	S	2e-05
YDL085C-A	YDL085C-A	S	2e-05
YDL085W	NDE2	S	0.00031
YDL086W	YDL086W	S	0.0
YDL089W	NUR1	S	3e-05
YDL091C	UBX3	S	0.00045
YDL101C	DUN1	S	0.0006
YDL103C	QRI1	S	7e-05
YDL104C	QRI7	S	1e-05
YDL106C	PHO2	S	7e-05
YDL107W	MSS2	S	1e-05
YDL109C	YDL109C	S	4e-05
YDL110C	TMA17	S	8e-05
YDL112W	TRM3	S	0.0
YDL115C	IWR1	S	0.00032
YDL117W	CYK3	S	2e-05
YDL119C	YDL119C	S	4e-05
YDL120W	YFH1	S	1e-05
YDL121C	YDL121C	S	1e-05
YDL122W	UBP1	S	0.0
YDL123W	SNA4	S	8e-05
YDL124W	YDL124W	S	0.00044
YDL125C	HNT1	S	0.0
YDL128W	VCX1	S	5e-05
YDL129W	YDL129W	S	5e-05
YDL131W	LYS21	S	4e-05
YDL133W	SRF1	S	1e-05
YDL135C	RDI1	S	0.00016
YDL137W	ARF2	S	0.0
YDL138W	RGT2	S	0.0
YDL139C	SCM3	S	0.00017
YDL141W	BPL1	S	0.0
YDL142C	CRD1	S	1e-05
YDL144C	YDL144C	S	0.0
YDL146W	LDB17	S	0.0
YDL149W	ATG9	S	0.0
YDL153C	SAS10	S	0.0
YDL154W	MSH5	S	4e-05
YDL156W	CMR1	S	3e-05
YDL157C	YDL157C	S	2e-05
YDL159W-A	YDL159W-A	S	2e-05
YDL160C	DHH1	S	2e-05
YDL160C-A	MHF2	S	8e-05
YDL161W	ENT1	S	5e-05
YDL164C	CDC9	S	7e-05
YDL166C	FAP7	S	0.00011
YDL167C	NRP1	S	3e-05
YDL168W	SFA1	S	0.00012
YDL169C	UGX2	S	7e-05
YDL170W	UGA3	S	3e-05
YDL171C	GLT1	S	0.00014
YDL173W	PAR32	S	0.0
YDL174C	DLD1	S	0.0
YDL177C	YDL177C	S	1e-05
YDL178W	DLD2	S	0.00045
YDL179W	PCL9	S	0.0008
YDL180W	YDL180W	S	3e-05
YDL182W	LYS20	S	3e-05
YDL183C	YDL183C	S	0.0001
YDL186W	YDL186W	S	7e-05
YDL188C	PPH22	S	5e-05
YDL189W	RBS1	S	0.00024
YDL190C	UFD2	S	0.00016
YDL193W	NUS1	S	0.0
YDL194W	SNF3	S	2e-05
YDL197C	ASF2	S	2e-05
YDL198C	GGC1	S	0.0
YDL199C	YDL199C	S	0.0
YDL200C	MGT1	S	0.00012
YDL203C	ACK1	S	7e-05
YDL204W	RTN2	S	1e-05
YDL205C	HEM3	S	1e-05
YDL206W	YDL206W	S	7e-05
YDL208W	NHP2	S	2e-05
YDL209C	CWC2	S	4e-05
YDL210W	UGA4	S	1e-05
YDL211C	YDL211C	S	2e-05
YDL212W	SHR3	S	7e-05
YDL213C	NOP6	S	5e-05
YDL214C	PRR2	S	2e-05
YDL215C	GDH2	S	0.00017
YDL218W	YDL218W	S	0.00062
YDL219W	DTD1	S	6e-05
YDL220C	CDC13	S	6e-05
YDL222C	FMP45	S	7e-05
YDL223C	HBT1	S	2e-05
YDL224C	WHI4	S	4e-05
YDL225W	SHS1	S	0.0
YDL226C	GCS1	S	0.00019
YDL227C	HO	S	0.0
YDL229W	SSB1	S	0.0
YDL230W	PTP1	S	0.0
YDL231C	BRE4	S	0.0
YDL233W	MFG1	S	0.0
YDL234C	GYP7	S	0.0
YDL235C	YPD1	S	4e-05
YDL236W	PHO13	S	0.0
YDL237W	AIM6	S	3e-05
YDL238C	GUD1	S	0.0
YDL239C	ADY3	S	0.0
YDL240W	LRG1	S	0.0
YDL241W	YDL241W	S	0.0
YDL243C	AAD4	S	2e-05
YDL244W	THI13	S	0.0
YDL245C	HXT15	S	3e-05
YDL246C	SOR2	S	0.0
YDL247W	MPH2	S	0.0
YDL248W	COS7	S	0.0
YDR001C	NTH1	S	0.0
YDR002W	YRB1	S	1e-05
YDR003W	RCR2	S	0.0
YDR003W-A	YDR003W-A	S	6e-05
YDR005C	MAF1	S	0.0
YDR006C	SOK1	S	5e-05
YDR007W	TRP1	S	0.0
YDR011W	SNQ2	S	0.0
YDR014W	RAD61	S	1e-05
YDR014W-A	HED1	S	0.0
YDR017C	KCS1	S	0.0
YDR018C	YDR018C	S	0.0
YDR020C	DAS2	S	0.00015
YDR021W	FAL1	S	0.00061
YDR022C	ATG31	S	4e-05
YDR023W	SES1	S	1e-05
YDR026C	NSI1	S	8e-05
YDR030C	RAD28	S	0.00057
YDR031W	MIX14	S	3e-05
YDR032C	PST2	S	0.0
YDR033W	MRH1	S	2e-05
YDR034C	LYS14	S	5e-05
YDR034C-A	YDR034C-A	S	0.00027
YDR034C-C	YDR034C-C	S	0.0
YDR034C-D	YDR034C-D	S	0.00012
YDR034W-B	YDR034W-B	S	9e-05
YDR035W	ARO3	S	4e-05
YDR036C	EHD3	S	2e-05
YDR037W	KRS1	S	2e-05
YDR038C	ENA5	S	2e-05
YDR039C	ENA2	S	1e-05
YDR040C	ENA1	S	0.0001
YDR042C	YDR042C	S	0.0
YDR043C	NRG1	S	8e-05
YDR044W	HEM13	S	2e-05
YDR046C	BAP3	S	2e-05
YDR047W	HEM12	S	0.00062
YDR049W	VMS1	S	0.00015
YDR050C	TPI1	S	0.00119
YDR051C	DET1	S	5e-05
YDR055W	PST1	S	1e-05
YDR056C	YDR056C	S	3e-05
YDR058C	TGL2	S	0.0
YDR059C	UBC5	S	0.0
YDR061W	YDR061W	S	0.0
YDR063W	AIM7	S	2e-05
YDR065W	RRG1	S	0.0
YDR066C	RTR2	S	1e-05
YDR068W	DOS2	S	0.0
YDR069C	DOA4	S	4e-05
YDR070C	FMP16	S	1e-05
YDR071C	PAA1	S	1e-05
YDR072C	IPT1	S	0.0
YDR077W	SED1	S	7e-05
YDR078C	SHU2	S	0.0
YDR079W	PET100	S	3e-05
YDR081C	PDC2	S	0.0
YDR082W	STN1	S	8e-05
YDR083W	RRP8	S	1e-05
YDR084C	TVP23	S	1e-05
YDR085C	AFR1	S	2e-05
YDR087C	RRP1	S	1e-05
YDR088C	SLU7	S	0.00112
YDR089W	YDR089W	S	2e-05
YDR090C	YDR090C	S	0.0
YDR091C	RLI1	S	6e-05
YDR093W	DNF2	S	0.0
YDR096W	GIS1	S	0.0
YDR098C	GRX3	S	0.0
YDR098C-A	YDR098C-A	S	8e-05
YDR098C-B	YDR098C-B	S	4e-05
YDR099W	BMH2	S	9e-05
YDR100W	TVP15	S	0.0
YDR101C	ARX1	S	0.00024
YDR104C	SPO71	S	0.0
YDR105C	TMS1	S	0.0
YDR107C	TMN2	S	0.0
YDR109C	YDR109C	S	1e-05
YDR110W	FOB1	S	1e-05
YDR111C	ALT2	S	0.00011
YDR114C	YDR114C	S	0.0
YDR117C	TMA64	S	1e-05
YDR119W	VBA4	S	1e-05
YDR119W-A	COX26	S	4e-05
YDR120C	TRM1	S	0.00028
YDR122W	KIN1	S	3e-05
YDR124W	YDR124W	S	3e-05
YDR125C	ECM18	S	9e-05
YDR126W	SWF1	S	3e-05
YDR127W	ARO1	S	5e-05
YDR128W	MTC5	S	7e-05
YDR129C	SAC6	S	4e-05
YDR130C	FIN1	S	0.0
YDR131C	YDR131C	S	1e-05
YDR132C	YDR132C	S	0.0
YDR135C	YCF1	S	0.0
YDR139C	RUB1	S	0.0
YDR140W	MTQ2	S	4e-05
YDR142C	PEX7	S	0.00024
YDR143C	SAN1	S	0.00022
YDR144C	MKC7	S	2e-05
YDR146C	SWI5	S	1e-05
YDR147W	EKI1	S	0.00021
YDR150W	NUM1	S	0.00013
YDR151C	CTH1	S	1e-05
YDR152W	GIR2	S	2e-05
YDR153C	ENT5	S	4e-05
YDR158W	HOM2	S	2e-05
YDR160W	SSY1	S	0.00083
YDR161W	YDR161W	S	4e-05
YDR162C	NBP2	S	0.0001
YDR163W	CWC15	S	0.0
YDR164C	SEC1	S	6e-05
YDR168W	CDC37	S	0.0
YDR169C	STB3	S	0.0
YDR170C	SEC7	S	0.0
YDR170W-A	YDR170W-A	S	2e-05
YDR171W	HSP42	S	0.00012
YDR174W	HMO1	S	0.0
YDR177W	UBC1	S	0.00031
YDR179W-A	YDR179W-A	S	0.00012
YDR182W	CDC1	S	0.0
YDR182W-A	YDR182W-A	S	1e-05
YDR183W	PLP1	S	4e-05
YDR184C	ATC1	S	1e-05
YDR185C	UPS3	S	2e-05
YDR186C	YDR186C	S	0.0
YDR189W	SLY1	S	0.0
YDR191W	HST4	S	2e-05
YDR192C	NUP42	S	0.0
YDR194C	MSS116	S	1e-05
YDR196C	CAB5	S	2e-05
YDR197W	CBS2	S	4e-05
YDR198C	RKM2	S	0.0
YDR205W	MSC2	S	1e-05
YDR206W	EBS1	S	1e-05
YDR208W	MSS4	S	0.0
YDR210C-C	YDR210C-C	S	3e-05
YDR210C-D	YDR210C-D	S	0.0
YDR210W	YDR210W	S	0.0
YDR210W-B	YDR210W-B	S	0.0
YDR213W	UPC2	S	5e-05
YDR214W	AHA1	S	1e-05
YDR216W	ADR1	S	3e-05
YDR217C	RAD9	S	0.0
YDR218C	SPR28	S	6e-05
YDR219C	MFB1	S	1e-05
YDR222W	YDR222W	S	1e-05
YDR223W	CRF1	S	0.00029
YDR226W	ADK1	S	8e-05
YDR229W	IVY1	S	0.0
YDR231C	COX20	S	0.0
YDR232W	HEM1	S	0.00016
YDR233C	RTN1	S	0.0
YDR234W	LYS4	S	1e-05
YDR236C	FMN1	S	1e-05
YDR239C	YDR239C	S	3e-05
YDR242W	AMD2	S	1e-05
YDR244W	PEX5	S	0.00014
YDR247W	VHS1	S	0.0
YDR248C	YDR248C	S	0.0
YDR249C	YDR249C	S	9e-05
YDR251W	PAM1	S	0.0
YDR254W	CHL4	S	7e-05
YDR256C	CTA1	S	1e-05
YDR257C	RKM4	S	1e-05
YDR258C	HSP78	S	4e-05
YDR259C	YAP6	S	5e-05
YDR261C	EXG2	S	1e-05
YDR261C-C	YDR261C-C	S	1e-05
YDR261C-D	YDR261C-D	S	4e-05
YDR261W-A	YDR261W-A	S	9e-05
YDR261W-B	YDR261W-B	S	0.00011
YDR262W	YDR262W	S	0.00036
YDR263C	DIN7	S	0.0
YDR264C	AKR1	S	5e-05
YDR266C	HEL2	S	1e-05
YDR267C	CIA1	S	0.00036
YDR268W	MSW1	S	6e-05
YDR270W	CCC2	S	1e-05
YDR272W	GLO2	S	0.00012
YDR273W	DON1	S	0.00033
YDR275W	BSC2	S	8e-05
YDR276C	PMP3	S	2e-05
YDR277C	MTH1	S	0.0
YDR281C	PHM6	S	0.0
YDR282C	YDR282C	S	0.0
YDR283C	GCN2	S	0.0
YDR284C	DPP1	S	2e-05
YDR286C	YDR286C	S	0.0
YDR287W	INM2	S	7e-05
YDR291W	HRQ1	S	9e-05
YDR293C	SSD1	S	0.0
YDR294C	DPL1	S	0.0
YDR296W	MHR1	S	0.0
YDR297W	SUR2	S	0.0
YDR299W	BFR2	S	0.00093
YDR300C	PRO1	S	0.0003
YDR302W	GPI11	S	2e-05
YDR304C	CPR5	S	5e-05
YDR305C	HNT2	S	0.0
YDR306C	YDR306C	S	0.0
YDR307W	PMT7	S	0.0
YDR309C	GIC2	S	1e-05
YDR312W	SSF2	S	5e-05
YDR313C	PIB1	S	0.0
YDR314C	RAD34	S	0.0
YDR315C	IPK1	S	2e-05
YDR316W	OMS1	S	1e-05
YDR316W-A	YDR316W-A	S	1e-05
YDR316W-B	YDR316W-B	S	0.0
YDR317W	HIM1	S	0.0
YDR319C	YFT2	S	1e-05
YDR320C	SWA2	S	1e-05
YDR321W	ASP1	S	0.0
YDR323C	PEP7	S	0.0
YDR326C	YSP2	S	1e-05
YDR329C	PEX3	S	0.0
YDR330W	UBX5	S	0.0
YDR332W	IRC3	S	0.00037
YDR333C	RQC1	S	0.00045
YDR335W	MSN5	S	1e-05
YDR336W	YDR336W	S	1e-05
YDR338C	YDR338C	S	2e-05
YDR339C	FCF1	S	0.00084
YDR341C	YDR341C	S	1e-05
YDR342C	HXT7	S	4e-05
YDR343C	HXT6	S	0.00013
YDR345C	HXT3	S	6e-05
YDR346C	SVF1	S	4e-05
YDR348C	PAL1	S	4e-05
YDR349C	YPS7	S	2e-05
YDR350C	ATP22	S	1e-05
YDR351W	SBE2	S	1e-05
YDR352W	YPQ2	S	1e-05
YDR353W	TRR1	S	1e-05
YDR354W	TRP4	S	1e-05
YDR357C	CNL1	S	0.0
YDR358W	GGA1	S	0.0
YDR361C	BCP1	S	2e-05
YDR363W	ESC2	S	3e-05
YDR364C	CDC40	S	0.0
YDR365C	ESF1	S	0.00015
YDR365W-A	YDR365W-A	S	2e-05
YDR365W-B	YDR365W-B	S	0.00042
YDR366C	YDR366C	S	3e-05
YDR367W	KEI1	S	3e-05
YDR368W	YPR1	S	0.0
YDR370C	DXO1	S	1e-05
YDR371W	CTS2	S	1e-05
YDR372C	VPS74	S	0.0
YDR373W	FRQ1	S	0.0
YDR374C	PHO92	S	0.0
YDR374W-A	WIP1	S	2e-05
YDR375C	BCS1	S	1e-05
YDR376W	ARH1	S	0.0
YDR379C-A	SDH6	S	1e-05
YDR379W	RGA2	S	0.0
YDR380W	ARO10	S	3e-05
YDR381C-A	YDR381C-A	S	1e-05
YDR383C	NKP1	S	3e-05
YDR384C	ATO3	S	0.0
YDR385W	EFT2	S	0.0
YDR387C	YDR387C	S	0.0
YDR389W	SAC7	S	2e-05
YDR391C	YDR391C	S	1e-05
YDR393W	SHE9	S	0.0
YDR395W	SXM1	S	0.0
YDR398W	UTP5	S	0.0
YDR399W	HPT1	S	2e-05
YDR400W	URH1	S	0.0
YDR402C	DIT2	S	5e-05
YDR403W	DIT1	S	3e-05
YDR406W	PDR15	S	1e-05
YDR408C	ADE8	S	0.0
YDR409W	SIZ1	S	7e-05
YDR410C	STE14	S	4e-05
YDR411C	DFM1	S	2e-05
YDR412W	RRP17	S	2e-05
YDR414C	ERD1	S	0.0
YDR415C	YDR415C	S	4e-05
YDR419W	RAD30	S	4e-05
YDR420W	HKR1	S	0.0
YDR421W	ARO80	S	1e-05
YDR423C	CAD1	S	0.00013
YDR428C	BNA7	S	1e-05
YDR430C	CYM1	S	4e-05
YDR432W	NPL3	S	1e-05
YDR435C	PPM1	S	1e-05
YDR436W	PPZ2	S	0.0
YDR438W	THI74	S	5e-05
YDR440W	DOT1	S	0.00017
YDR441C	APT2	S	2e-05
YDR444W	YDR444W	S	6e-05
YDR446W	ECM11	S	1e-05
YDR451C	YHP1	S	3e-05
YDR452W	PPN1	S	0.0
YDR453C	TSA2	S	0.0
YDR454C	GUK1	S	0.0
YDR456W	NHX1	S	0.00022
YDR457W	TOM1	S	1e-05
YDR458C	HEH2	S	3e-05
YDR459C	PFA5	S	0.0
YDR461C-A	YDR461C-A	S	0.0
YDR461W	MFA1	S	0.0
YDR463W	STP1	S	0.0
YDR464W	SPP41	S	0.00012
YDR465C	RMT2	S	1e-05
YDR466W	PKH3	S	0.00014
YDR468C	TLG1	S	4e-05
YDR475C	JIP4	S	6e-05
YDR476C	YDR476C	S	0.0
YDR479C	PEX29	S	3e-05
YDR481C	PHO8	S	1e-05
YDR482C	CWC21	S	1e-05
YDR483W	KRE2	S	0.0
YDR486C	VPS60	S	0.0
YDR487C	RIB3	S	2e-05
YDR490C	PKH1	S	1e-05
YDR492W	IZH1	S	0.0002
YDR493W	MZM1	S	5e-05
YDR494W	RSM28	S	4e-05
YDR496C	PUF6	S	1e-05
YDR497C	ITR1	S	0.0
YDR499W	LCD1	S	3e-05
YDR501W	PLM2	S	2e-05
YDR502C	SAM2	S	2e-05
YDR503C	LPP1	S	2e-05
YDR504C	SPG3	S	4e-05
YDR505C	PSP1	S	2e-05
YDR506C	GMC1	S	6e-05
YDR507C	GIN4	S	2e-05
YDR508C	GNP1	S	7e-05
YDR510W	SMT3	S	0.00014
YDR511W	SDH7	S	1e-05
YDR512C	EMI1	S	0.0
YDR513W	GRX2	S	0.0
YDR514C	YDR514C	S	0.0
YDR515W	SLF1	S	1e-05
YDR516C	EMI2	S	0.0
YDR518W	EUG1	S	1e-05
YDR519W	FPR2	S	0.0
YDR520C	URC2	S	4e-05
YDR522C	SPS2	S	1e-05
YDR523C	SPS1	S	0.0
YDR524C	AGE1	S	0.0
YDR524C-B	YDR524C-B	S	0.0
YDR525W-A	SNA2	S	0.0
YDR527W	RBA50	S	1e-05
YDR528W	HLR1	S	1e-05
YDR530C	APA2	S	0.0
YDR531W	CAB1	S	0.0
YDR532C	KRE28	S	0.0
YDR533C	HSP31	S	1e-05
YDR534C	FIT1	S	6e-05
YDR536W	STL1	S	0.0
YDR538W	PAD1	S	0.0
YDR539W	FDC1	S	0.0
YDR540C	IRC4	S	1e-05
YDR541C	YDR541C	S	1e-05
YDR542W	PAU10	S	2e-05
YDR545W	YRF1-1	S	0.0
YEL001C	IRC22	S	0.0
YEL004W	YEA4	S	2e-05
YEL005C	VAB2	S	0.0
YEL006W	YEA6	S	1e-05
YEL007W	MIT1	S	3e-05
YEL009C	GCN4	S	0.0
YEL011W	GLC3	S	0.0
YEL012W	UBC8	S	0.0
YEL013W	VAC8	S	6e-05
YEL015W	EDC3	S	0.0
YEL016C	NPP2	S	0.0
YEL017C-A	PMP2	S	0.0
YEL017W	GTT3	S	4e-05
YEL020C	YEL020C	S	6e-05
YEL021W	URA3	S	9e-05
YEL022W	GEA2	S	0.00015
YEL023C	YEL023C	S	0.0
YEL025C	YEL025C	S	1e-05
YEL029C	BUD16	S	3e-05
YEL030W	ECM10	S	0.0
YEL031W	SPF1	S	0.00017
YEL033W	MTC7	S	1e-05
YEL034W	HYP2	S	0.0
YEL038W	UTR4	S	0.0
YEL039C	CYC7	S	0.0
YEL040W	UTR2	S	0.0
YEL041W	YEF1	S	0.00015
YEL042W	GDA1	S	3e-05
YEL043W	YEL043W	S	0.00027
YEL044W	IES6	S	2e-05
YEL046C	GLY1	S	0.0
YEL047C	FRD1	S	2e-05
YEL048C	TCA17	S	8e-05
YEL049W	PAU2	S	0.00028
YEL052W	AFG1	S	0.0
YEL057C	YEL057C	S	0.0
YEL058W	PCM1	S	0.00018
YEL060C	PRB1	S	2e-05
YEL061C	CIN8	S	0.0
YEL062W	NPR2	S	1e-05
YEL063C	CAN1	S	6e-05
YEL064C	AVT2	S	7e-05
YEL065W	SIT1	S	4e-05
YEL066W	HPA3	S	0.0
YEL067C	YEL067C	S	7e-05
YEL069C	HXT13	S	0.0
YEL070W	DSF1	S	0.0
YEL071W	DLD3	S	4e-05
YEL072W	RMD6	S	0.0
YEL073C	YEL073C	S	1e-05
YEL075C	YEL075C	S	0.0
YEL076C	YEL076C	S	1e-05
YEL076C-A	YEL076C-A	S	2e-05
YEL077C	YEL077C	S	0.0
YER001W	MNN1	S	0.0
YER002W	NOP16	S	0.0
YER003C	PMI40	S	2e-05
YER004W	FMP52	S	0.0
YER005W	YND1	S	0.0
YER006W	NUG1	S	7e-05
YER007C-A	TMA20	S	4e-05
YER007W	PAC2	S	1e-05
YER009W	NTF2	S	0.00045
YER010C	YER010C	S	1e-05
YER011W	TIR1	S	0.0
YER013W	PRP22	S	2e-05
YER014C-A	BUD25	S	0.0
YER014W	HEM14	S	7e-05
YER015W	FAA2	S	2e-05
YER016W	BIM1	S	0.0
YER019W	ISC1	S	0.0
YER020W	GPA2	S	1e-05
