orf	name	type	betw
YHR199C	AIM46	S	0.00015
YHR199C-A	NBL1	S	0.0
YHR201C	PPX1	S	0.00078
YHR204W	MNL1	S	0.00039
YHR205W	SCH9	S	0.0
YHR207C	SET5	S	0.00036
YHR208W	BAT1	S	0.00243
YHR209W	CRG1	S	5e-05
YHR211W	FLO5	S	0.00246
YHR214C-C	YHR214C-C	S	0.00284
YHR215W	PHO12	S	0.00236
YIL002C	INP51	S	0.0
YIL002W-A	YIL002W-A	S	0.00018
YIL003W	CFD1	S	3e-05
YIL004C	BET1	S	1e-05
YIL005W	EPS1	S	0.00139
YIL006W	YIA6	S	0.0
YIL007C	NAS2	S	1e-05
YIL008W	URM1	S	0.00124
YIL009W	FAA3	S	0.00048
YIL011W	TIR3	S	0.0
YIL013C	PDR11	S	0.0
YIL014W	MNT3	S	0.00111
YIL019W	FAF1	S	0.00025
YIL020C	HIS6	S	0.00048
YIL024C	YIL024C	S	0.00036
YIL027C	EMC5	S	0.00266
YIL034C	CAP2	S	0.0
YIL036W	CST6	S	0.0
YIL039W	TED1	S	2e-05
YIL040W	APQ12	S	0.00054
YIL041W	GVP36	S	0.00043
YIL043C	CBR1	S	0.00075
YIL045W	PIG2	S	0.00017
YIL046W	MET30	S	0.0
YIL047C	SYG1	S	4e-05
YIL048W	NEO1	S	0.0
YIL050W	PCL7	S	0.00094
YIL051C	MMF1	S	0.00335
YIL055C	YIL055C	S	0.00162
YIL056W	VHR1	S	0.0
YIL057C	RGI2	S	0.00034
YIL060W	YIL060W	S	0.00011
YIL063C	YRB2	S	0.00018
YIL066C	RNR3	S	0.0
YIL067C	YIL067C	S	0.0
YIL073C	SPO22	S	0.00357
YIL074C	SER33	S	0.00178
YIL078W	THS1	S	0.00112
YIL083C	CAB2	S	0.00082
YIL085C	KTR7	S	0.00016
YIL087C	AIM19	S	0.00067
YIL088C	AVT7	S	0.00061
YIL091C	UTP25	S	0.0
YIL096C	BMT5	S	0.0
YIL098C	FMC1	S	2e-05
YIL101C	XBP1	S	0.0
YIL103W	DPH1	S	0.0
YIL107C	PFK26	S	0.00045
YIL108W	YIL108W	S	0.00246
YIL111W	COX5B	S	0.0
YIL113W	SDP1	S	0.00079
YIL114C	POR2	S	0.00071
YIL116W	HIS5	S	0.00039
YIL118W	RHO3	S	0.00178
YIL119C	RPI1	S	0.0003
YIL120W	QDR1	S	4e-05
YIL121W	QDR2	S	0.00013
YIL122W	POG1	S	0.00131
YIL124W	AYR1	S	1e-05
YIL127C	RRT14	S	0.0
YIL128W	MET18	S	0.0008
YIL129C	TAO3	S	0.0
YIL130W	ASG1	S	0.00014
YIL131C	FKH1	S	0.0
YIL132C	CSM2	S	0.0
YIL134W	FLX1	S	0.0
YIL135C	VHS2	S	0.0
YIL136W	OM45	S	0.0
YIL138C	TPM2	S	0.0
YIL140W	AXL2	S	0.0
YIL146C	ATG32	S	0.00089
YIL147C	SLN1	S	0.00038
YIL150C	MCM10	S	0.0
YIL151C	ESL1	S	7e-05
YIL152W	YIL152W	S	0.0
YIL154C	IMP2'	S	0.00075
YIL155C	GUT2	S	0.00037
YIL156W	UBP7	S	0.00802
YIL157C	COA1	S	5e-05
YIL160C	POT1	S	0.00166
YIL161W	YIL161W	S	2e-05
YIL162W	SUC2	S	0.00028
YIL165C	YIL165C	S	2e-05
YIL166C	YIL166C	S	1e-05
YIL169C	YIL169C	S	0.0
YIL172C	IMA3	S	0.0
YIL173W	VTH1	S	4e-05
YIR001C	SGN1	S	9e-05
YIR002C	MPH1	S	4e-05
YIR003W	AIM21	S	0.0
YIR004W	DJP1	S	0.00025
YIR007W	YIR007W	S	0.0
YIR014W	YIR014W	S	0.00133
YIR016W	YIR016W	S	0.0
YIR018W	YAP5	S	0.0
YIR019C	FLO11	S	0.00029
YIR023W	DAL81	S	0.0
YIR024C	INA22	S	0.00025
YIR026C	YVH1	S	0.0013
YIR028W	DAL4	S	0.0
YIR031C	DAL7	S	0.00141
YIR033W	MGA2	S	7e-05
YIR034C	LYS1	S	0.00025
YIR035C	YIR035C	S	3e-05
YIR037W	HYR1	S	0.0
YJL003W	COX16	S	0.0
YJL004C	SYS1	S	3e-05
YJL023C	PET130	S	0.00083
YJL042W	MHP1	S	0.00035
YJL044C	GYP6	S	0.00356
YJL047C	RTT101	S	3e-05
YJL048C	UBX6	S	0.00104
YJL051W	IRC8	S	2e-05
YJL056C	ZAP1	S	0.00027
YJL059W	YHC3	S	0.0
YJL060W	BNA3	S	0.00056
YJL062W	LAS21	S	0.00011
YJL062W-A	COA3	S	0.0
YJL066C	MPM1	S	0.0007
YJL068C	YJL068C	S	0.0
YJL070C	YJL070C	S	0.00042
YJL077W-B	YJL077W-B	S	0.00014
YJL082W	IML2	S	0.00072
YJL083W	TAX4	S	0.0
YJL084C	ALY2	S	0.0
YJL087C	TRL1	S	0.00085
YJL089W	SIP4	S	8e-05
YJL091C	GWT1	S	0.00167
YJL093C	TOK1	S	0.00081
YJL097W	PHS1	S	0.00053
YJL100W	LSB6	S	0.00354
YJL102W	MEF2	S	0.00029
YJL103C	GSM1	S	0.0
YJL105W	SET4	S	3e-05
YJL107C	YJL107C	S	0.0
YJL108C	PRM10	S	0.00208
YJL112W	MDV1	S	0.00036
YJL113W	YJL113W	S	0.0
YJL114W	YJL114W	S	0.00161
YJL118W	YJL118W	S	0.00031
YJL123C	MTC1	S	0.0
YJL128C	PBS2	S	0.00016
YJL129C	TRK1	S	8e-05
YJL131C	AIM23	S	1e-05
YJL133W	MRS3	S	0.0
YJL134W	LCB3	S	0.0
YJL137C	GLG2	S	0.0
YJL144W	YJL144W	S	0.0
YJL146W	IDS2	S	5e-05
YJL149W	DAS1	S	0.0
YJL153C	INO1	S	0.0
YJL155C	FBP26	S	5e-05
YJL156C	SSY5	S	4e-05
YJL159W	HSP150	S	0.0005
YJL160C	YJL160C	S	0.00034
YJL161W	FMP33	S	0.0
YJL163C	YJL163C	S	0.0
YJL165C	HAL5	S	4e-05
YJL167W	ERG20	S	2e-05
YJL172W	CPS1	S	4e-05
YJL174W	KRE9	S	6e-05
YJL180C	ATP12	S	0.00021
YJL185C	ATG36	S	0.0
YJL186W	MNN5	S	0.00036
YJL192C	SOP4	S	0.00033
YJL193W	YJL193W	S	2e-05
YJL194W	CDC6	S	0.0
YJL196C	ELO1	S	2e-05
YJL197W	UBP12	S	3e-05
YJL198W	PHO90	S	0.00054
YJL200C	ACO2	S	0.0
YJL204C	RCY1	S	0.00031
YJL206C	YJL206C	S	0.0001
YJL207C	LAA1	S	0.00036
YJL208C	NUC1	S	1e-05
YJL214W	HXT8	S	3e-05
YJL217W	REE1	S	3e-05
YJL218W	YJL218W	S	0.00104
YJL219W	HXT9	S	0.0
YJL222W	VTH2	S	6e-05
YJR001W	AVT1	S	0.00353
YJR003C	YJR003C	S	0.00248
YJR008W	MHO1	S	0.0
YJR010W	MET3	S	0.00212
YJR011C	YJR011C	S	0.0
YJR012C	YJR012C	S	4e-05
YJR014W	TMA22	S	1e-05
YJR015W	YJR015W	S	6e-05
YJR016C	ILV3	S	0.00085
YJR019C	TES1	S	0.0
YJR021C	REC107	S	0.0
YJR025C	BNA1	S	0.0
YJR026W	YJR026W	S	0.0
YJR028W	YJR028W	S	0.0
YJR031C	GEA1	S	0.00125
YJR032W	CPR7	S	0.0
YJR034W	PET191	S	1e-05
YJR036C	HUL4	S	1e-05
YJR039W	YJR039W	S	0.0
YJR040W	GEF1	S	0.0
YJR044C	VPS55	S	0.00033
YJR046W	TAH11	S	0.00212
YJR047C	ANB1	S	0.00096
YJR048W	CYC1	S	0.00024
YJR049C	UTR1	S	0.0
YJR051W	OSM1	S	0.0002
YJR055W	HIT1	S	2e-05
YJR056C	YJR056C	S	0.00018
YJR057W	CDC8	S	0.00051
YJR061W	YJR061W	S	0.00022
YJR062C	NTA1	S	0.00087
YJR067C	YAE1	S	0.0
YJR070C	LIA1	S	2e-05
YJR080C	AIM24	S	0.0
YJR083C	ACF4	S	2e-05
YJR085C	YJR085C	S	0.00014
YJR088C	EMC2	S	0.0
YJR091C	JSN1	S	2e-05
YJR092W	BUD4	S	0.0
YJR095W	SFC1	S	0.0
YJR096W	YJR096W	S	0.0
YJR097W	JJJ3	S	9e-05
YJR099W	YUH1	S	4e-05
YJR100C	AIM25	S	3e-05
YJR103W	URA8	S	0.00028
YJR105W	ADO1	S	0.0
YJR106W	ECM27	S	0.0
YJR108W	ABM1	S	0.00052
YJR110W	YMR1	S	0.0
YJR118C	ILM1	S	0.0
YJR119C	JHD2	S	1e-05
YJR122W	IBA57	S	0.0003
YJR127C	RSF2	S	0.0
YJR130C	STR2	S	0.0
YJR131W	MNS1	S	0.0
YJR132W	NMD5	S	0.00151
YJR134C	SGM1	S	0.0
YJR136C	TTI2	S	0.0
YJR138W	IML1	S	1e-05
YJR141W	YJR141W	S	0.0001
YJR143C	PMT4	S	0.0
YJR144W	MGM101	S	0.00015
YJR147W	HMS2	S	0.0
YJR148W	BAT2	S	0.0
YJR152W	DAL5	S	0.00016
YJR154W	YJR154W	S	4e-05
YJR158W	HXT16	S	0.00593
YJR160C	MPH3	S	0.00025
YJR161C	COS5	S	0.0
YKL001C	MET14	S	0.00178
YKL004W	AUR1	S	0.00028
YKL005C	BYE1	S	2e-05
YKL006C-A	SFT1	S	0.0
YKL007W	CAP1	S	1e-05
YKL008C	LAC1	S	0.0
YKL010C	UFD4	S	9e-05
YKL011C	CCE1	S	0.00057
YKL015W	PUT3	S	0.0
YKL017C	HCS1	S	0.00053
YKL020C	SPT23	S	0.0
YKL023W	YKL023W	S	0.00085
YKL026C	GPX1	S	0.0
YKL033W	TTI1	S	0.0
YKL034W	TUL1	S	0.0
YKL035W	UGP1	S	6e-05
YKL037W	AIM26	S	0.0
YKL038W	RGT1	S	0.0
YKL039W	PTM1	S	6e-05
YKL040C	NFU1	S	0.0
YKL047W	ANR2	S	0.00439
YKL048C	ELM1	S	3e-05
YKL050C	YKL050C	S	0.00308
YKL053C-A	MDM35	S	0.00012
YKL055C	OAR1	S	0.0
YKL056C	TMA19	S	0.0
YKL061W	BLI1	S	2e-05
YKL062W	MSN4	S	6e-05
YKL064W	MNR2	S	0.0
YKL067W	YNK1	S	8e-05
YKL069W	YKL069W	S	0.0
YKL071W	YKL071W	S	0.0
YKL072W	STB6	S	0.0
YKL073W	LHS1	S	4e-05
YKL075C	YKL075C	S	3e-05
YKL078W	DHR2	S	0.0
YKL082C	RRP14	S	5e-05
YKL084W	HOT13	S	0.0
YKL085W	MDH1	S	0.0
YKL086W	SRX1	S	0.0
YKL088W	CAB3	S	0.0
YKL089W	MIF2	S	0.00061
YKL090W	CUE2	S	0.0
YKL091C	YKL091C	S	0.0
YKL092C	BUD2	S	0.00013
YKL093W	MBR1	S	0.0
YKL094W	YJU3	S	0.0
YKL095W	YJU2	S	0.00115
YKL096W-A	CWP2	S	0.00018
YKL098W	MTC2	S	0.00055
YKL099C	UTP11	S	1e-05
YKL100C	YPF1	S	0.0
YKL105C	SEG2	S	0.00034
YKL107W	YKL107W	S	0.0
YKL110C	KTI12	S	3e-05
YKL113C	RAD27	S	0.00046
YKL114C	APN1	S	0.00019
YKL116C	PRR1	S	8e-05
YKL120W	OAC1	S	0.0
YKL124W	SSH4	S	0.0
YKL125W	RRN3	S	0.0
YKL127W	PGM1	S	0.0005
YKL128C	PMU1	S	1e-05
YKL132C	RMA1	S	0.0
YKL134C	OCT1	S	4e-05
YKL137W	CMC1	S	0.00031
YKL140W	TGL1	S	0.0
YKL142W	MRP8	S	0.00053
YKL146W	AVT3	S	6e-05
YKL149C	DBR1	S	3e-05
YKL150W	MCR1	S	8e-05
YKL151C	YKL151C	S	0.0
YKL157W	APE2	S	0.0
YKL159C	RCN1	S	6e-05
YKL160W	ELF1	S	0.0
YKL161C	KDX1	S	5e-05
YKL164C	PIR1	S	2e-05
YKL168C	KKQ8	S	0.00105
YKL174C	TPO5	S	4e-05
YKL175W	ZRT3	S	2e-05
YKL176C	LST4	S	0.0
YKL178C	STE3	S	0.00015
YKL181W	PRS1	S	0.00053
YKL183W	LOT5	S	0.0
YKL191W	DPH2	S	0.0
YKL192C	ACP1	S	0.00049
YKL195W	MIA40	S	0.00041
YKL197C	PEX1	S	0.0
YKL198C	PTK1	S	0.0
YKL201C	MNN4	S	0.0
YKL204W	EAP1	S	0.00116
YKL205W	LOS1	S	0.0
YKL206C	ADD66	S	0.00021
YKL207W	EMC3	S	0.00163
YKL209C	STE6	S	5e-05
YKL214C	YRA2	S	0.0
YKL215C	OXP1	S	1e-05
YKL216W	URA1	S	6e-05
YKL217W	JEN1	S	2e-05
YKL219W	COS9	S	1e-05
YKL220C	FRE2	S	0.0
YKL221W	MCH2	S	0.0
YKR003W	OSH6	S	1e-05
YKR009C	FOX2	S	0.0
YKR010C	TOF2	S	0.00607
YKR011C	YKR011C	S	2e-05
YKR014C	YPT52	S	0.0
YKR015C	YKR015C	S	0.00057
YKR018C	YKR018C	S	0.0
YKR019C	IRS4	S	0.00177
YKR021W	ALY1	S	5e-05
YKR023W	YKR023W	S	0.0
YKR024C	DBP7	S	0.0
YKR030W	GMH1	S	8e-05
YKR031C	SPO14	S	0.0
YKR034W	DAL80	S	0.0
YKR035W-A	DID2	S	0.0
YKR036C	CAF4	S	0.0
YKR049C	FMP46	S	3e-05
YKR050W	TRK2	S	0.0
YKR052C	MRS4	S	0.00017
YKR055W	RHO4	S	0.0
YKR056W	TRM2	S	2e-05
YKR058W	GLG1	S	0.0
YKR060W	UTP30	S	0.0
YKR064W	OAF3	S	0.0
YKR066C	CCP1	S	0.0
YKR067W	GPT2	S	0.0
YKR071C	DRE2	S	0.00193
YKR072C	SIS2	S	3e-05
YKR076W	ECM4	S	0.00057
YKR077W	MSA2	S	0.0
YKR078W	YKR078W	S	0.00665
YKR079C	TRZ1	S	0.0
YKR080W	MTD1	S	0.0
YKR082W	NUP133	S	0.0
YKR084C	HBS1	S	1e-05
YKR086W	PRP16	S	0.0
YKR088C	TVP38	S	0.00017
YKR089C	TGL4	S	0.00131
YKR090W	PXL1	S	0.00019
YKR091W	SRL3	S	0.0
YKR093W	PTR2	S	0.00029
YKR096W	ESL2	S	0.00012
YKR097W	PCK1	S	0.00186
YKR099W	BAS1	S	0.0
YKR101W	SIR1	S	1e-05
YKR103W	NFT1	S	4e-05
YKR104W	YKR104W	S	0.0
YLL001W	DNM1	S	0.00038
YLL003W	SFI1	S	0.0
YLL005C	SPO75	S	8e-05
YLL007C	YLL007C	S	0.0
YLL009C	COX17	S	0.0
YLL011W	SOF1	S	3e-05
YLL012W	YEH1	S	0.00071
YLL014W	EMC6	S	0.00057
YLL015W	BPT1	S	0.00071
YLL018C	DPS1	S	0.00015
YLL018C-A	COX19	S	4e-05
YLL019C	KNS1	S	0.0
YLL027W	ISA1	S	0.0
YLL029W	FRA1	S	0.0
YLL033W	IRC19	S	1e-05
YLL035W	GRC3	S	0.00065
YLL040C	VPS13	S	0.00152
YLL042C	ATG10	S	0.0
YLL043W	FPS1	S	0.0
YLL048C	YBT1	S	1e-05
YLL049W	LDB18	S	0.00057
YLL052C	AQY2	S	0.00073
YLL056C	YLL056C	S	4e-05
YLL060C	GTT2	S	1e-05
YLL061W	MMP1	S	0.00038
YLL062C	MHT1	S	0.00039
YLL063C	AYT1	S	0.00121
YLR004C	THI73	S	2e-05
YLR006C	SSK1	S	2e-05
YLR010C	TEN1	S	0.0
YLR011W	LOT6	S	0.0
YLR014C	PPR1	S	0.0
YLR017W	MEU1	S	0.0
YLR019W	PSR2	S	0.0
YLR020C	YEH2	S	2e-05
YLR021W	IRC25	S	0.00047
YLR022C	SDO1	S	0.0
YLR024C	UBR2	S	0.0
YLR027C	AAT2	S	1e-05
YLR028C	ADE16	S	0.0
YLR031W	YLR031W	S	4e-05
YLR032W	RAD5	S	0.0
YLR034C	SMF3	S	0.0
YLR045C	STU2	S	0.0
YLR046C	YLR046C	S	0.0
YLR049C	YLR049C	S	0.0
YLR051C	FCF2	S	0.0
YLR056W	ERG3	S	7e-05
YLR057W	MNL2	S	0.0
YLR059C	REX2	S	0.0
YLR064W	PER33	S	0.0
YLR069C	MEF1	S	0.00012
YLR072W	YLR072W	S	0.0
YLR073C	RFU1	S	0.0
YLR077W	FMP25	S	0.0
YLR078C	BOS1	S	0.0
YLR079W	SIC1	S	0.0
YLR080W	EMP46	S	0.00085
YLR082C	SRL2	S	0.00016
YLR083C	EMP70	S	0.00207
YLR084C	RAX2	S	9e-05
YLR089C	ALT1	S	0.0
YLR090W	XDJ1	S	2e-05
YLR091W	GEP5	S	0.0
YLR092W	SUL2	S	0.0
YLR094C	GIS3	S	0.00199
YLR097C	HRT3	S	0.0
YLR098C	CHA4	S	0.0
YLR099W-A	MIM2	S	0.00096
YLR100W	ERG27	S	1e-05
YLR103C	CDC45	S	0.00219
YLR104W	LCL2	S	0.00011
YLR108C	YLR108C	S	0.0
YLR114C	AVL9	S	0.00034
YLR121C	YPS3	S	0.00128
YLR125W	YLR125W	S	0.0
YLR128W	DCN1	S	0.0
YLR131C	ACE2	S	5e-05
YLR132C	USB1	S	0.0
YLR134W	PDC5	S	0.00012
YLR136C	TIS11	S	0.0
YLR138W	NHA1	S	0.0062
YLR139C	SLS1	S	0.0
YLR143W	DPH6	S	1e-05
YLR144C	ACF2	S	0.0
YLR146C	SPE4	S	0.0
YLR149C	YLR149C	S	5e-05
YLR154W-C	TAR1	S	0.0003
YLR156W	YLR156W	S	0.0
YLR157C-A	YLR157C-A	S	0.0
YLR160C	ASP3-4	S	0.00033
YLR164W	SHH4	S	0.0001
YLR168C	UPS2	S	0.0
YLR172C	DPH5	S	0.00058
YLR173W	YLR173W	S	0.0
YLR174W	IDP2	S	3e-05
YLR176C	RFX1	S	0.0
YLR178C	TFS1	S	0.0
YLR179C	YLR179C	S	0.0
YLR181C	VTA1	S	0.00195
YLR183C	TOS4	S	0.0
YLR186W	EMG1	S	0.00011
YLR187W	SKG3	S	0.0
YLR188W	MDL1	S	0.00013
YLR189C	ATG26	S	1e-05
YLR190W	MMR1	S	1e-05
YLR193C	UPS1	S	0.00019
YLR195C	NMT1	S	0.0
YLR199C	PBA1	S	0.0002
YLR206W	ENT2	S	0.0
YLR211C	ATG38	S	0.0
YLR214W	FRE1	S	4e-05
YLR215C	CDC123	S	0.00034
YLR218C	COA4	S	0.0
YLR219W	MSC3	S	0.00019
YLR220W	CCC1	S	0.0
YLR224W	YLR224W	S	0.0
YLR227C	ADY4	S	0.0
YLR227W-A	YLR227W-A	S	0.00057
YLR228C	ECM22	S	6e-05
YLR231C	BNA5	S	5e-05
YLR237W	THI7	S	1e-05
YLR241W	CSC1	S	0.0
YLR242C	ARV1	S	5e-05
YLR244C	MAP1	S	0.00047
YLR245C	CDD1	S	0.00071
YLR250W	SSP120	S	9e-05
YLR251W	SYM1	S	0.00052
YLR256W	HAP1	S	0.0
YLR256W-A	YLR256W-A	S	0.00031
YLR257W	YLR257W	S	0.0
YLR262C	YPT6	S	0.0
YLR265C	NEJ1	S	8e-05
YLR267W	BOP2	S	0.0
YLR273C	PIG1	S	0.0
YLR278C	YLR278C	S	0.00016
YLR284C	ECI1	S	0.0
YLR285W	NNT1	S	0.0
YLR287C	YLR287C	S	1e-05
YLR289W	GUF1	S	0.00029
YLR290C	YLR290C	S	0.0
YLR300W	EXG1	S	0.00012
YLR301W	HRI1	S	0.0
YLR303W	MET17	S	0.0
YLR305C	STT4	S	0.0
YLR306W	UBC12	S	0.0
YLR309C	IMH1	S	1e-05
YLR312C	YLR312C	S	0.0
YLR313C	SPH1	S	0.0005
YLR323C	CWC24	S	0.0
YLR326W	YLR326W	S	0.0
YLR328W	NMA1	S	0.0
YLR336C	SGD1	S	1e-05
YLR337C	VRP1	S	0.00021
YLR343W	GAS2	S	0.0
YLR345W	YLR345W	S	0.0
YLR348C	DIC1	S	0.0
YLR353W	BUD8	S	0.00048
YLR354C	TAL1	S	0.0
YLR359W	ADE13	S	0.00522
YLR361C	DCR2	S	0.0
YLR363C	NMD4	S	0.0
YLR368W	MDM30	S	0.0
YLR369W	SSQ1	S	0.0
YLR371W	ROM2	S	0.0
YLR373C	VID22	S	0.0
YLR375W	STP3	S	0.0
YLR376C	PSY3	S	0.0
YLR377C	FBP1	S	0.0001
YLR380W	CSR1	S	5e-05
YLR387C	REH1	S	1e-05
YLR389C	STE23	S	0.0
YLR390W-A	CCW14	S	0.0
YLR392C	ART10	S	2e-05
YLR393W	ATP10	S	0.0
YLR394W	CST9	S	0.0
YLR397C	AFG2	S	1e-05
YLR401C	DUS3	S	0.00017
YLR403W	SFP1	S	7e-05
YLR404W	FLD1	S	0.0
YLR405W	DUS4	S	0.0
YLR408C	BLS1	S	0.00149
YLR410W-B	YLR410W-B	S	0.0006
YLR411W	CTR3	S	0.00031
YLR413W	INA1	S	0.00089
YLR419W	YLR419W	S	1e-05
YLR420W	URA4	S	1e-05
YLR422W	YLR422W	S	0.0
YLR425W	TUS1	S	0.0002
YLR427W	MAG2	S	0.0
YLR435W	TSR2	S	0.0
YLR436C	ECM30	S	3e-05
YLR438W	CAR2	S	0.00022
YLR445W	GMC2	S	0.00048
YLR446W	YLR446W	S	1e-05
YLR450W	HMG2	S	0.0
YLR451W	LEU3	S	0.0
YLR452C	SST2	S	0.0
YLR453C	RIF2	S	0.0
YLR454W	FMP27	S	0.0
YLR455W	PDP3	S	0.0
YLR456W	YLR456W	S	0.0
YLR466W	YRF1-4	S	0.0
YML002W	YML002W	S	0.0
YML006C	GIS4	S	0.0
YML011C	RAD33	S	0.0
YML013W	UBX2	S	0.0
YML014W	TRM9	S	0.0
YML017W	PSP2	S	0.0
YML018C	YML018C	S	0.00066
YML027W	YOX1	S	0.00038
YML031W	NDC1	S	1e-05
YML034W	SRC1	S	0.00018
YML035C	AMD1	S	0.0
YML037C	YML037C	S	0.00035
YML038C	YMD8	S	0.0
YML040W	YML040W	S	0.0
YML042W	CAT2	S	0.0
YML050W	AIM32	S	2e-05
YML052W	SUR7	S	3e-05
YML054C	CYB2	S	1e-05
YML058W	SML1	S	0.00031
YML058W-A	HUG1	S	1e-05
YML059C	NTE1	S	0.0
YML061C	PIF1	S	2e-05
YML068W	ITT1	S	0.00032
YML070W	DAK1	S	0.0
YML075C	HMG1	S	0.00015
YML078W	CPR3	S	0.00019
YML082W	YML082W	S	0.0
YML083C	YML083C	S	0.0
YML086C	ALO1	S	0.0
YML088W	UFO1	S	0.0
YML091C	RPM2	S	1e-05
YML096W	YML096W	S	3e-05
YML097C	VPS9	S	0.0
YML101C	CUE4	S	0.0
YML103C	NUP188	S	1e-05
YML104C	MDM1	S	0.0
YML106W	URA5	S	7e-05
YML108W	YML108W	S	0.00014
YML109W	ZDS2	S	0.0
YML110C	COQ5	S	0.00098
YML116W	ATR1	S	0.0
YML117W	NAB6	S	0.0
YML120C	NDI1	S	6e-05
YML125C	PGA3	S	0.0
YML126C	ERG13	S	0.0
YML130C	ERO1	S	6e-05
YML131W	YML131W	S	0.0
YML132W	COS3	S	0.0
YMR002W	MIX17	S	4e-05
YMR004W	MVP1	S	0.0
YMR008C	PLB1	S	0.00011
YMR010W	YMR010W	S	0.0
YMR011W	HXT2	S	1e-05
YMR013C	SEC59	S	0.0
YMR015C	ERG5	S	0.0
YMR016C	SOK2	S	1e-05
YMR017W	SPO20	S	0.0
YMR018W	YMR018W	S	0.0
YMR019W	STB4	S	0.0
YMR020W	FMS1	S	0.00018
YMR021C	MAC1	S	0.0
YMR022W	UBC7	S	0.00035
YMR027W	YMR027W	S	0.0
YMR030W	RSF1	S	0.00016
YMR031C	EIS1	S	1e-05
YMR034C	YMR034C	S	0.0
YMR036C	MIH1	S	9e-05
YMR037C	MSN2	S	0.0
YMR039C	SUB1	S	0.0
YMR041C	ARA2	S	0.0
YMR045C	YMR045C	S	0.0
YMR046C	YMR046C	S	0.00064
YMR051C	YMR051C	S	0.0
YMR056C	AAC1	S	0.0
YMR063W	RIM9	S	0.0
YMR064W	AEP1	S	0.00014
YMR065W	KAR5	S	0.0
YMR067C	UBX4	S	0.0
YMR069W	NAT4	S	0.0
YMR070W	MOT3	S	1e-05
YMR071C	TVP18	S	0.00021
YMR076C	PDS5	S	0.0
YMR079W	SEC14	S	0.0
YMR083W	ADH3	S	0.0
YMR086W	SEG1	S	0.00045
YMR088C	VBA1	S	0.00058
YMR092C	AIP1	S	0.00011
YMR097C	MTG1	S	5e-05
YMR098C	ATP25	S	0.0
YMR099C	YMR099C	S	0.0
YMR100W	MUB1	S	0.0
YMR102C	YMR102C	S	0.0
YMR104C	YPK2	S	0.00041
YMR105C	PGM2	S	0.0
YMR110C	HFD1	S	1e-05
YMR111C	YMR111C	S	0.0
YMR115W	MGR3	S	0.0
YMR118C	SHH3	S	0.0001
YMR119W	ASI1	S	0.0
YMR120C	ADE17	S	0.0
YMR123W	PKR1	S	3e-05
YMR124W	EPO1	S	0.0
YMR131C	RRB1	S	0.0
YMR133W	REC114	S	0.0
YMR134W	ERG29	S	0.0
YMR136W	GAT2	S	0.0006
YMR137C	PSO2	S	0.0
YMR138W	CIN4	S	0.0
YMR140W	SIP5	S	0.0
YMR144W	YMR144W	S	0.0
YMR145C	NDE1	S	0.0
YMR148W	OSW5	S	0.0
YMR152W	YIM1	S	0.0
YMR154C	RIM13	S	0.0
YMR155W	YMR155W	S	2e-05
YMR161W	HLJ1	S	0.00127
YMR162C	DNF3	S	0.0
YMR163C	INP2	S	0.0
YMR164C	MSS11	S	0.0
YMR165C	PAH1	S	0.0
YMR169C	ALD3	S	0.0
YMR170C	ALD2	S	0.0
YMR172W	HOT1	S	0.0
YMR173W	DDR48	S	0.0
YMR174C	PAI3	S	0.0
YMR175W	SIP18	S	0.0
YMR176W	ECM5	S	0.0
YMR177W	MMT1	S	0.0
YMR178W	YMR178W	S	0.0
YMR181C	YMR181C	S	7e-05
YMR182C	RGM1	S	0.0
YMR183C	SSO2	S	0.0
YMR184W	ADD37	S	0.0
YMR185W	RTP1	S	0.0
YMR191W	SPG5	S	0.0
YMR196W	YMR196W	S	0.00054
YMR198W	CIK1	S	0.0
YMR200W	ROT1	S	0.00015
YMR202W	ERG2	S	8e-05
YMR204C	INP1	S	0.0
YMR208W	ERG12	S	0.00048
YMR209C	YMR209C	S	1e-05
YMR210W	YMR210W	S	2e-05
YMR211W	DML1	S	2e-05
YMR212C	EFR3	S	0.0
YMR214W	SCJ1	S	3e-05
YMR221C	YMR221C	S	0.00011
YMR226C	YMR226C	S	2e-05
YMR228W	MTF1	S	0.0
YMR233W	TRI1	S	0.00059
YMR234W	RNH1	S	0.0
YMR238W	DFG5	S	0.0
YMR239C	RNT1	S	0.00309
YMR241W	YHM2	S	2e-05
YMR243C	ZRC1	S	8e-05
YMR244C-A	COA6	S	1e-05
YMR250W	GAD1	S	1e-05
YMR255W	GFD1	S	0.0
YMR257C	PET111	S	0.0
YMR258C	ROY1	S	0.0
YMR259C	TRM732	S	0.00014
YMR264W	CUE1	S	0.0
YMR266W	RSN1	S	0.0
YMR267W	PPA2	S	0.00041
YMR269W	TMA23	S	0.0
YMR271C	URA10	S	0.00049
YMR272C	SCS7	S	0.0
YMR273C	ZDS1	S	0.0
YMR274C	RCE1	S	0.0
YMR276W	DSK2	S	0.0
YMR277W	FCP1	S	0.00187
YMR279C	YMR279C	S	0.0
YMR280C	CAT8	S	0.0
YMR285C	NGL2	S	0.0
YMR289W	ABZ2	S	0.00014
YMR291W	TDA1	S	0.0
YMR292W	GOT1	S	0.0
YMR293C	HER2	S	0.0
YMR297W	PRC1	S	0.0
YMR298W	LIP1	S	1e-05
YMR300C	ADE4	S	2e-05
YMR302C	YME2	S	1e-05
YMR303C	ADH2	S	1e-05
